pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
510001,5100,1,1,1,1,2,1944,8,75,3,6,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,2,1,1,1, , , , , , , , , , , ,7, , , 
520001,5200,1,1,2,2,1,1961,6,58,2,6,1,3, ,1,1,2,1,0,1,0,1,0,1, , , , ,2,2, , , , , , ,11,6,8,1,12, , ,1,1,1,1,1,1,1,8,9,9,9,3,3, , ,3, , ,1,2, , 
520002,5200,1,1,2,2,2,1972,5,47,2,1,2, ,2,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,8,11,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,2, , 
530001,5300,1,1,3,3,1,1948,8,71,2,4,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
530002,5300,1,1,3,3,2,1947,8,72,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
530003,5300,1,1,3,3,1,1969,6,50,2,6,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,8,11,9,1,23, , ,1,1,3,1,1,1,1,5,9,9,9,3,3, , ,3, , ,1, , , 
530004,5300,1,1,3,3,2,1972,5,47,2,4,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,11,6,8,1,12, , ,1,1,1,1,1,1,1,3,9,9,9,3,3, , ,3, , ,1,1,1,1
540001,5400,1,1,3,3,1,1947,8,72,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,8, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
540002,5400,1,1,3,3,2,1957,7,62,2,1,2, ,2,1,1,1,1,0,1, , , , , , , , ,2,2, , , , , , ,8,11,9,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
540003,5400,1,1,3,3,2,1988,4,31,1,5,1,1, ,1,1,1,1,0,1,0,1,0,1,5,2, , ,2,2, , , , , , ,11,8,9,1,23,15, ,1,1,1,1,1,1,1,5,5,5,2,1,3, , ,3, , ,1,1,1,1
550001,5500,1,1,3,5,1,1945,8,74,4,5,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
550002,5500,1,1,3,5,1,1981,4,38,2,6,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,8,9,1,15,23, ,1,1,1,1,1,1,1,5,5,9,9,3,3, , ,3, , ,1,1,1,1
550003,5500,1,1,3,5,2,1983,4,36,2,4,1,1, ,1,1,1,1, , ,0,1,0,1,0,1, , ,2,2, , , , , , ,9,11,8,1,23, , ,1,1,1,1,1,1,1,5,5,3,5,2,3, , ,3, , ,1,1,1,1
560001,5600,1,1,2,2,1,1974,5,45,2,9,1,1, ,1,1,3,1, , ,0,1, , ,0,1, , ,2,2, , , , , , ,11,8,9,1,23, , ,1,1,1,1,1,1,1,2,9,9,3,3,3, , ,3, , ,1,1,1,1
560002,5600,1,1,2,2,2,1977,5,42,2,1,2, ,2,1,1,2,1,6,2,0,1, , , , , , ,2,2, , , , , , ,8,9,11,1,23,12, ,1,1,1,1,1,1,1,5,9,9,9,3,3, , ,3, , ,1,1,1,1
570001,5700,1,1,2,2,1,1958,7,61,2,6,1,3, ,1,1,3,1, , ,0,1, , , , , , ,2,2, , , , , , ,8,6,11,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1, , , 
570002,5700,1,1,2,2,2,1958,7,61,2,5,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,8,11,5,1,23, , ,1,1,1,1,1,1,1,8,9,9,9,3, , , , , , ,1,2, , 
580001,5800,1,1,3,3,1,1944,8,75,2,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
580002,5800,1,1,3,3,2,1948,8,71,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
590001,5900,1,1,1,1,1,1975,5,44,1,6,1,1, ,1,1,1,1,0,1, , , , , , , , ,2,2, , , , , , ,11,8,5,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,1,1,1
600002,6000,1,1,3,3,2,1962,6,57,2,1,2, ,2,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,11,9,8,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,2, , 
600005,6000,1,1,3,3,1,1996,3,23,1,3,2, ,1,1,1,1,1,0,1,0,1,0,1, , , , ,2,2, , , , , , ,9,8,11,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,3,1
610001,6100,1,1,1,1,2,1991,3,28,1,6,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,8,11,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
620001,6200,1,1,1,1,2,1983,4,36,1,6,1,1, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,8,18,1,15, , ,1,1,1,1,1,1,1,4,5,6,6,3,3, , ,3, , ,1,1,3,1
630001,6300,1,1,3,3,1,1978,5,41,2,7,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,6,11,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
630002,6300,1,1,3,3,2,1980,4,39,2,1,2, ,2,1,1,1,3, , ,0,1, , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,1
640001,6400,1,1,2,3,2,1963,6,56,2,5,1,1, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,11,8,9,1,12, , ,1,1,1,1,1,1,1,8,9,9,9,2,3, , ,3, , ,7,2, , 
650002,6500,5,1,3,3,2,1940,8,79,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
660001,6600,1,1,3,3,1,1962,6,57,2,10,1,1, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,9,11,6,1,16,2,15,3,2,3,2,2,3,2,8,8,8,8,2,3, , ,3, , ,1,2, , 
660002,6600,1,1,3,3,2,1965,6,54,2,8,1,1, ,1,1,2,1, , , , , , , , , , ,2,1, , ,6,2,10,3,11,19,6,1,15,1,2,2,1,4,4,2,2,2,8,8,8,8,2,3, , ,3, , ,8,1,1,2
660004,6600,1,1,3,3,1,1993,3,26,1,6,1,1, ,1,1,2,1, , ,0,1,0,1,3,1, , ,2,2, , , , , , ,11,1,16,1,15,1,2,2,1,1,1,2,4,2,7,6,7,8,2,3, , ,3, , ,8,1,1,2
670001,6700,1,1,3,3,1,1966,6,53,2,10,1,1, ,1,1,1,1,15,4, , , , ,0,1, , ,1,2,1,1, , ,4,1,6,19,11,1,23,2,15,3,2,3,1,1,3,3,7,8,7,8,1,1, , ,1, , ,1,1,1,2
670002,6700,1,1,3,3,2,1968,6,51,2,1,2, ,2,1,1,1,1, , , , , , ,4,1, , ,2,2, , , , , , ,11,16,6,1,23,16,15,3,3,3,1,1,3,2,6,7,7,7,1,3, , ,3, , ,6,1,1,2
680002,6800,1,1,2,2,2,1937,8,82,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,8,6,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,2, , 
690001,6900,1,1,3,3,1,1966,6,53,2,11,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,8,12,1,23,16, ,1,1,1,1,1,1,1,8,9,9,6,3,3,1, ,3,1, ,1,1,3,1
690002,6900,1,1,3,3,2,1969,6,50,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,17,3,16,1,15,2,16,5,5,3,2,2,2,2,4,5,5,5,1,3,4,2,3,3,3,1,1,3,1
700001,7000,1,1,3,3,1,1959,7,60,2,11,1,1, ,1,1,2,2, , , , ,0,1, , , , ,2,2, , , , , , ,11,18,4,1,15,1,3,1,1,1,1,1,1,1,8,9,9,9,3, , , , , , ,1,1,3,1
700002,7000,1,1,3,3,2,1966,6,53,2,6,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,16,18,1,15,3,2,1,1,1,1,1,1,1,8,9,9,7,3,3, , ,3, , ,1,1,1,2
710001,7100,1,1,3,3,1,1967,6,52,2,10,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,16,3,10,1,16,23, ,4,2,2,1,1,3,2,7,7,7,7,1,2,3, ,3,3, ,7,1,3,1
710002,7100,1,1,3,3,2,1971,5,48,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,13,19,11,1,16,12, ,4,4,1,1,1,3,3,6,6,6,6,1,3,4, ,3,3, ,1,1,1,1
720002,7200,1,1,3,3,2,1983,4,36,2,8,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,8,2, , , ,1,3,1,2,1,1,1, , , , , ,4,3, ,3,3, ,7,1,1,1
720007,7200,1,1,3,3,1,2008,2,11,1,1,2, ,1,1,0, , , , , , , , , , , , ,2,2, , , , , , ,11,19, ,2, , , ,3,3,1,1,1,1,1, , , , , ,2, , ,3, , , , , , 
730001,7300,1,1,3,3,1,1961,6,58,2,10,1,1, ,1,1,2,1, , ,0,1,0,1,10,3, , ,2,2, , , , , , ,11,9,6,1,23,15, ,2,2,1,1,2,2,2,7,8,8,8,2,3, , ,3, , ,1,1,1,1
730002,7300,1,1,3,3,2,1965,6,54,2,6,1,1, ,1,1,2,2, , , , ,0,1,7,2, , ,2,1, , ,3,1,8,2,11,18,8,1,15,12, ,1,1,1,1,1,2,1,8,9,8,8,2, , , , , , ,1,1,3,1
740001,7400,1,1,3,3,1,1964,6,55,2,11,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,3,4,16,2, , , ,1,1,2,1,1,1,1, , , , , , , , , , , ,7,1,3,5
740002,7400,1,1,3,3,2,1968,6,51,2,1,2, ,2,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,16,18,10,1,16,12,23,4,4,3,3,1,5,5,1,1,1,1,1,3,4, ,3,3, ,1,1,3,1
750002,7500,1,1,3,3,2,1963,6,56,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,17,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7,1,1,1
750004,7500,1,1,3,3,2,1993,3,26,2,5,1,1, ,1,1,2,1, , , , , , ,12,3, , ,2,2, , , , , , ,19,10,5,1,15,2,23,4,2,1,1,1,4,6,4,6,5,5,1,2,3,4,3,3,3,1,1,3,1
760002,7600,1,1,3,3,2,1965,6,54,2,6,1,1, ,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,6,11,19,1,12, , ,3,1,1,2,1,1,1,2,7,7,7,2,3, , ,3, , ,1,1,3,1
770001,7700,1,1,2,2,1,1942,8,77,2,4,1,1, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,6,9,8,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1, , , 
770002,7700,1,1,2,2,2,1945,8,74,2,1,2, ,2,1,1,1,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
780001,7800,1,1,2,2,1,1933,8,86,2,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
780002,7800,1,1,2,2,2,1932,8,87,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
810001,8100,1,1,3,3,1,1950,7,69,2,2,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
810002,8100,1,1,3,3,2,1955,7,64,2,3,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
810003,8100,1,1,3,3,1,1990,3,29,1,6,1,2, ,1,1,1,1, , , , , , ,9,2, , ,1,2,2,1, , ,3,1,19,11,9,1,1,16, ,1,1,1,1,1,1,2,6,9,6,6,3,2,3, ,2,3, ,2,1,1,5
820001,8200,8,1,3,4,1,1970,5,49,2,9,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,19,9,11,1,2,15, ,1,1,1,1,1,6,3,1,2,2,6,1,3, , ,3, , ,1,1,1,1
820002,8200,8,1,3,4,2,1973,5,46,2,4,1,1, ,1,1,2,1, , , , , , , , , , ,2,1, , ,5,2,8,2,11,18,19,1,2,15, ,1,1,1,1,1,6,3,1,1,6,6,1,3, , ,3, , ,1,1,1,5
820003,8200,8,1,3,4,1,2002,2,17,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,1,2,15, ,1,1,1,1,1,2,1,2,2,2,2,1,3, , ,3, , ,1,1,1,3
820004,8200,8,1,3,4,2,2005,2,14,1,1,2, ,1,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,19,9,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
820005,8200,8,1,3,4,2,1946,8,73,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
830001,8300,8,1,3,3,1,1970,5,49,2,12,1,1, ,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,19,11,9,1,2,15, ,1,1,1,1,1,5,5,1,2,1,1,1,3, , ,3, , ,1,1,1,1
830002,8300,8,1,3,3,2,1972,5,47,2,12,1,1, ,1,1,3,1, , , , , , , , , , ,2,1, , ,4,1,6,2,19,11,18,1,2,15, ,1,1,1,1,1,5,4,2,2,2,2,1,3, , ,3, , ,1,1,1,2
830003,8300,8,1,3,3,2,1999,3,20,1,1,2, ,1,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,11,17,18,1,2,15, ,1,1,1,1,1,5,5,2,2,2,2,1,3,3, ,3,4, ,1,1,1,3
830004,8300,8,1,3,3,2,2004,2,15,1,1,2, ,1,1,1,2,6, , , , , , , , , , ,2,2, , , , , , ,11,17,3,1,2,15, ,1,1,1,1,1,6,4,3,3,3,4,2,3, , ,3, , ,1, , , 
870001,8700,8,1,3,3,1,1962,6,57,2,10,1,3, ,1,1,3,2, , , , , , , , , , ,2,1, , ,3,1,6,2,19,11,9,1,2,15, ,1,1,1,1,1,1,6,2,2,2,1,1,3, , ,3, , ,1,1,1,2
870002,8700,8,1,3,3,2,1967,6,52,2,5,1,3, ,1,1,3,2, , , , , , , , , , ,2,1, , ,3,1,6,2,11,19,9,1,2,15, ,1,1,1,1,1,6,6,1,2,2,2,1,3, , ,3, , ,1,1,1,1
870003,8700,8,1,3,3,2,1998,3,21,1,2,2, ,1,1,1,3,1, , , , , , , , , , ,2,1, , ,5,2,7,2,17,11,19,1,2,15, ,1,1,1,1,1,6,6,2,1,1,1,1,3, , ,3, , ,1,1,1,5
890001,8900,8,1,3,4,1,1962,6,57,2,18,1,2, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,9,10,11,1,2,15, ,4,3,4,1,3,6,3,1,4,1,1,2,3, , ,3, , ,1,1,1,1
890002,8900,8,1,3,4,2,1964,6,55,2,6,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,11,8,1,23, , ,1,1,1,1,1,1,1,2,4,4,1,2,3, , ,3, , ,1,1,1,5
890003,8900,8,1,3,4,2,1994,3,25,1,1,2, ,4,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,19,10,11,1,1,15, ,1,1,2,1,1,5,5,1,2,2,1,2, , , , , , ,8,1,3,3
890004,8900,8,1,3,4,1,1995,3,24,1,4,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,17,3,10,1,23, , ,1,1,1,1,2,1,1,8,9,9,9,3, , , , , , ,1,1,1,3
890005,8900,8,1,3,4,2,1931,8,88,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
900001,9000,8,1,3,3,1,1963,6,56,2,6,1,1, ,1,1,2,6, , , , , , , , , , ,2,2, , , , , , ,11,19,8,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , , , ,1, , , 
900002,9000,8,1,3,3,2,1966,6,53,2,12,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,19,8,1,12,2,15,3,3,3,1,1,1,1,1,1,1,1,1, , , , , , ,1,1,1,2
900003,9000,8,1,3,3,1,1991,3,28,1,4,1,1, ,1,1,1,6, , , , , , , , , , ,2,2, , , , , , ,11,19,17,1,2,15, ,1,1,1,1,1,6,4,1,1,1,4,1, , , , , , ,1,1,3,3
900004,9000,8,1,3,3,1,1994,3,25,1,3,2, ,1,1,1,2,6, , , , , , , , , , ,2,2, , , , , , ,11,19,3,1,2,15, ,1,1,1,1,1,6,3,1,1,1,1,1, , , , , , ,1,1,1,3
930001,9300,1,1,3,3,1,1951,7,68,2,6,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2,1, ,2,1, ,6,1,1,1
930002,9300,1,1,3,3,2,1958,7,61,2,7,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,6,1,1,1
930004,9300,1,1,3,3,2,1994,3,25,1,5,1,1, ,1,1,2,1,3,1,5,2, , ,4,1, , ,1,2,2,1, , ,5,2,19,9,11,1,1,2,15,5,5,3,2,1,3,5,5,7,4,6,2,2,3, ,2,3, ,1,1,1,4
940001,9400,1,1,3,3,1,1964,6,55,2,7,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,9,8,11,2, , , ,2,1,1,1,1,1,1, , , , , ,3,4,1,3,2,1,7, , , 
940002,9400,1,1,3,3,2,1968,6,51,2,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,9,4,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,1,1,1
950004,9500,1,1,3,3,2,1987,4,32,1,7,1,1, ,1,1,3,3, , , , , , , , , , ,2,2, , , , , , ,11,1,8,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,2,1,1,4
960002,9600,1,1,3,3,2,1975,5,44,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,9,5,1,12,1,2,2,1,1,2,2,1,1,8,8,7,7,2, , , , , , ,6,1,1,5
960003,9600,1,1,3,3,1,2006,2,13,1,1,2, ,1,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,3,11,16,1,1,16,12,1,1,1,1,1,1,1,4,8,8,7,2, , , , , , ,7, , , 
970001,9700,1,1,2,2,1,1948,8,71,2,4,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,9,8,6,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,6, , , 
970002,9700,1,1,2,2,2,1950,7,69,2,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
980001,9800,1,1,3,3,1,1960,6,59,2,10,1,1, ,1,1,1,1, , , , ,0,1, , , , ,2,2, , , , , , ,11,19,3,1,23, , ,2,2,2,1,1,1,1,8,9,9,9,3,3, , ,3, , ,1,1,3,2
980002,9800,1,1,3,3,2,1960,6,59,2,6,1,1, ,1,1,1,1, , , , ,0,1, , , , ,2,2, , , , , , ,11,18,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,3,2
980003,9800,1,1,3,3,2,1982,4,37,2,6,1,1, ,1,1,1,1, , ,0,1,0,1,4,1, , ,2,2, , , , , , ,13,19,16,1,15,23, ,3,2,1,1,3,3,2,5,6,6,6,2,3, , ,3, , ,1,1,1,2
980004,9800,1,1,3,3,1,1980,4,39,2,9,1,1, ,1,1,1,1,10,3, , ,0,1,7,2, , ,2,2, , , , , , ,11,9,12,1,15,1,2,3,3,3,2,2,2,2,6,6,7,7,1,3,4,1,3,3,1,3,1,2,2
990002,9900,1,1,3,3,2,1953,7,66,2,1,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,10,16,5,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
990003,9900,1,1,3,3,1,1977,5,42,1,6,1,1, ,1,1,3,1, , , , , , ,12,3, , ,2,2, , , , , , ,10,12,16,1,15,23,16,1,1,1,1,1,4,5,4,7,6,4,2,3, , ,4, , ,7,1,1,1
1000001,10000,1,1,2,2,1,1977,5,42,2,7,1,1, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,19,6,1,15,23,16,3,2,1,1,1,3,4,3,7,7,3,1,2,3,4,3,3,3,1,1,3,1
1000002,10000,1,1,2,2,2,1978,5,41,2,6,1,1, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,2,3,11,1,15,23,2,4,2,2,3,1,3,6,1,5,6,1,1,3,4,2,3,3,3,5,1,1,1
1010002,10100,1,1,3,3,2,1975,5,44,2,6,1,1, ,1,1,2,1, , , , , , , , , , ,1,2,1,1, , ,3,1,11,5,6,1,23,15,1,4,3,2,1,1,4,3,5,5,6,6,1,3, , ,3, , ,4,1,1,2
1010004,10100,1,1,3,3,2,2009,2,10,1,1,2, ,1,1,1,1,1, , ,9,2, , ,7,2,3,1,2,2, , , , , , ,11,16,18,1,15,2, ,1,1,3,1,2,3,2,7,7,8,8,1, , , , , , , , , , 
1020002,10200,1,1,3,4,2,1942,8,77,3,1,2, ,4,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,6,19,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
1020003,10200,1,1,3,4,1,1966,6,53,2,6,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,12,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3,4, ,3,3, ,7, , , 
1030001,10300,1,1,2,2,1,1948,8,71,2,5,1,1, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,6,19,11,1,16, , ,4,3,2,1,1,1,1,5,7,7,7,1,3, , ,3, , ,1,2, , 
1030002,10300,1,1,2,2,2,1955,7,64,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,16,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,4, , ,3, , ,1,1,1,1
1040001,10400,1,1,3,3,1,1969,6,50,2,8,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,19,11,17,1,16, , ,3,2,2,1,1,3,3,7,8,7,7,1,3,4,2,3,3,3,7,1,3,1
1040002,10400,1,1,3,3,2,1969,6,50,2,4,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,11,19,13,1,16,12,2,3,3,1,1,1,1,2,5,6,4,4,1,3,4, ,3,3, ,1,1,1,1
1040003,10400,1,1,3,3,1,1995,3,24,1,2,1,1, ,1,1,3,3, , , , , , ,6,2, , ,2,2, , , , , , ,3,1,16,1,2,15,23,3,3,1,1,1,3,4,1,7,7,1,1,3,4, ,3,3, ,1,1,1,1
1060001,10600,1,1,3,3,1,1966,6,53,2,10,1,1, ,1,1,1,3, , , , , , , , , , ,2,2, , , , , , ,9,8,6,1,2, , ,4,2,1,2,1,1,1,5,6,4,6,2,2,1, ,3,1, ,1,1,1,1
1060002,10600,1,1,3,3,2,1968,6,51,2,1,2, ,2,1,1,1,1, , , , , , ,0,1, , ,1,2,2,1, , ,5,2,17,13, ,2, , , ,1,1,1,1,1,1,1, , , , , ,2, , ,3, , ,1,1,1,1
1070001,10700,1,1,3,3,1,1971,5,48,2,9,1,1, ,1,1,1,1, , ,7,2, , , , , , ,1,1,1,1,1,1,10,3,19,6,8,1,1,23,2,4,3,3,3,1,4,3,6,6,5,5,2,2,3, ,3,2, ,1,1,1,1
1070002,10700,1,1,3,3,2,1974,5,45,2,8,1,1, ,1,1,1,1, , , , , , ,5,2, , ,1,2,2,1, , ,5,2,9,19,6,1,1,2,15,3,2,2,2,1,3,3,3,3,4,3,2,2, , ,3, , ,1,1,1,1
1080002,10800,1,1,3,3,2,1949,8,70,2,4,1,1, ,1,1,1,2, , ,0,1, , , , , , ,2,2, , , , , , ,11,8, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
1090001,10900,1,1,3,3,1,1972,5,47,2,4,1,1, ,1,1,1,3, , ,0,1, , , , , , ,2,2, , , , , , ,11,12,8,1,16,15,12,1,1,1,3,1,4,4,4,4,4,4,2,2,3,3,3,4,3,3,1,1,2
1090002,10900,1,1,3,3,2,1972,5,47,2,1,2, ,2,1,1,2,2, , ,0,1, , , , , , ,2,2, , , , , , ,11,17,18,1,16,2, ,1,1,1,2,1,3,3,2,2,2,2,2,3,2,4,4,3,3,5,1,3,1
1100001,11000,1,1,1,1,1,1970,5,49,1,4,1,3, ,1,1,1,1, , ,0,1,0,1, , ,0,1,2,2, , , , , , ,10,4,12,1,15, , ,2,1,1,2,2,3,3,5,6,6,6,2,3,3, ,3,4, ,8,1,1,4
1110001,11100,1,1,2,2,1,1956,7,63,2,4,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,7, , , 
1110002,11100,1,1,2,2,2,1961,6,58,2,1,2, ,2,1,1,1,3, , ,0,1,0,1, , , , ,2,2, , , , , , ,11,19,18,1,16, , ,1,1,1,1,1,3,3,6,6,6,6,2,3,2,3,4,3,3,6,1,1,1
1120003,11200,1,1,3,3,2,1998,3,21,1,1,2, ,1,1,1,2,3,10,3,0,1,0,1,0,1, , ,2,1, , ,3,1,5,2,1,16,11,1,15,16, ,4,3,3,3,2,4,4,2,5,6,5,2,2,4, ,3,3, ,5,1,1,5
1150001,11500,1,1,3,3,1,1970,5,49,2,6,1,1, ,1,1,3,2, , , , , , , , , , ,2,2, , , , , , ,11,12,8,1,16, , ,1,1,2,2,1,3,3,6,9,9,7,2,2,3,3,3,3,4,3,1,1,2
1150002,11500,1,1,3,3,2,1973,5,46,2,1,2, ,2,1,1,3,1, , , , , , , , , , ,2,2, , , , , , ,11,18,8,1,16,2, ,1,1,1,1,1,2,2,5,8,9,7,2,2,3,3,3,3,4,7,1,3,1
