pid,hid,area,area_siz,hhld_siz,fly_typ,gender,byear,age_gr,age,marry,income_gr,job,job_type,job_etc,mob_use,mob_num,mob_csp,mob_dev,c01,c01_gr,c02,c02_gr,c03,c03_gr,c04,c04_gr,c05,c05_gr,app_pay,appin_pay,app_num,app_num_gr,appin_num,appin_gr,c06,c06_gr,freq_app1,freq_app2,freq_app3,sns_use,freq_sns1,freq_sns2,freq_sns3,cmt_board,wt_board,wt_news,rating,wt_wiki,wt_sns,rating_sns,sns_read,sns_write,sns_share,sns_eng,sns_priv,news_med1,news_med2,news_med3,news_plat1,news_plat2,news_plat3,channel,shop,shop_dev,shop_pay
65100004,651000,11,1,3,3,1,2002,2,17,1,1,2, ,1,1,1,1,1,0,1, , , , ,10,3, , ,2,2, , , , , , ,1,16,11,1,2,12,15,1,1,1,1,1,6,6,1,1,1,1,2, , , , , , ,1,1,1,3
65130002,651300,11,1,2,2,2,1964,6,55,2,4,1,3, ,1,1,3,2,0,1,0,1, , , , ,0,1,2,2, , , , , , ,11,19,17,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,3
65130003,651300,11,1,2,2,1,1952,7,67,2,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65140002,651400,11,1,1,1,2,1933,8,86,3,3,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65160001,651600,11,1,2,3,1,1928,8,91,2,2,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65190001,651900,11,1,1,1,2,1929,8,90,3,2,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65200001,652000,11,1,3,4,2,1958,7,61,3,3,2, ,4,1,1,2,1,0,1, , , , , , , , ,2,2, , , , , , ,11,12,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1,2, , 
65210001,652100,11,1,2,5,1,1946,8,73,3,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65210003,652100,11,1,2,5,2,1953,7,66,3,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65220001,652200,11,1,3,3,1,1947,8,72,2,4,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65220002,652200,11,1,3,3,2,1952,7,67,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65220003,652200,11,1,3,3,1,1984,4,35,1,7,1,1, ,1,1,1,1,0,1,0,1, , , , , , ,2,2, , , , , , ,11,19,18,1,15,1,2,1,1,1,1,1,1,1,8,8,8,8,3,3, , ,3, , ,1,1,1,2
65230002,652300,11,1,1,1,2,1949,8,70,3,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65240001,652400,11,1,1,1,2,1935,8,84,3,2,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65250003,652500,11,1,1,1,1,1973,5,46,1,5,1,1, ,1,1,3,1, , ,0,1, , , , ,0,1,2,2, , , , , , ,11,19,3,1,16,12, ,1,1,1,1,1,1,1,8,8,9,8,2,4,3,2,3,3,3,1, , , 
65260001,652600,11,1,3,3,1,1956,7,63,2,9,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
65260002,652600,11,1,3,3,2,1960,6,59,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
65260003,652600,11,1,3,3,1,1985,4,34,1,7,1,1, ,1,1,1,1,0,1, , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,2
65270002,652700,11,1,1,1,2,1930,8,89,3,2,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65280004,652800,11,1,3,4,2,1928,8,91,3,1,2, ,4,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65290001,652900,11,1,2,2,1,1949,8,70,2,5,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65290002,652900,11,1,2,2,2,1949,8,70,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65300001,653000,11,1,3,4,1,1956,7,63,2,6,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65300002,653000,11,1,3,4,2,1959,7,60,2,1,1,4, ,1,1,2,1,0,1, , , , , , , , ,2,2, , , , , , ,18,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,7, , , 
65300003,653000,11,1,3,4,1,1925,8,94,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65300004,653000,11,1,3,4,1,1985,4,34,1,8,1,1, ,1,1,1,1,0,1,0,1, , , , ,0,1,2,2, , , , , , ,3,11,19,2, , , ,1,1,1,1,1,1,1, , , , , ,3, , ,3, , ,1,1,1,2
65310001,653100,11,1,2,2,1,1949,8,70,2,6,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65310002,653100,11,1,2,2,2,1948,8,71,2,1,1,4, ,1,1,2,2, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65320001,653200,11,1,2,2,1,1941,8,78,2,5,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65320002,653200,11,1,2,2,2,1941,8,78,2,2,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65330001,653300,11,1,1,1,2,1952,7,67,3,3,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65340001,653400,11,1,1,1,2,1941,8,78,3,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65350001,653500,11,1,1,1,2,1937,8,82,3,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65360001,653600,11,1,2,2,1,1949,8,70,2,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
65360002,653600,11,1,2,2,2,1950,7,69,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7,2, , 
65370002,653700,11,1,1,1,2,1943,8,76,3,3,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65380001,653800,11,1,2,2,1,1941,8,78,2,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65380002,653800,11,1,2,2,2,1946,8,73,2,2,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65390001,653900,11,1,1,1,1,1935,8,84,3,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65400001,654000,11,1,2,2,1,1934,8,85,2,4,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65400002,654000,11,1,2,2,2,1930,8,89,2,2,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65410001,654100,11,2,3,3,1,1966,6,53,2,6,1,3, ,1,1,2,1,0,1, , , , ,0,1,0,1,2,2, , , , , , ,3,11,10,1,12, , ,1,1,1,1,1,5,4,4,4,5,5,2,3, , ,3, , ,1,1,1,1
65410002,654100,11,2,3,3,2,1968,6,51,2,1,1,4, ,1,1,2,1,0,1,0,1, , ,0,1,0,1,2,2, , , , , , ,10,11,3,1,2,12, ,1,1,1,2,1,5,6,1,3,3,2,2,4, , ,3, , ,1,1,1,3
65410003,654100,11,2,3,3,2,1993,3,26,1,1,2, ,4,1,1,2,1,0,1,0,1, , ,11,3, , ,2,2, , , , , , ,16,10,11,1,1,2,15,1,1,1,1,1,6,6,1,1,1,1,2,3, , ,3, , ,1,1,1,1
65410004,654100,11,2,3,3,1,1995,3,24,1,1,2, ,4,1,1,3,1,0,1,0,1, , ,11,3, , ,2,2, , , , , , ,1,10,11,1,1,2,15,1,1,1,1,1,6,6,1,1,1,1,2,4, , ,3, , ,1,1,1,1
65420001,654200,11,2,3,4,1,1961,6,58,2,4,1,3, ,1,1,2,1,0,1, , , , , , ,0,1,2,2, , , , , , ,11,10,3,1,12,2, ,1,1,1,1,1,5,4,3,3,3,4,2,4, , ,3, , ,1,1,1,1
65420002,654200,11,2,3,4,2,1963,6,56,2,4,1,1, ,1,1,2,1, , ,0,1, , , , ,0,1,2,2, , , , , , ,11,10,3,1,12,2, ,1,1,1,1,1,4,4,5,5,5,5,2, , , , , , ,1,1,1,3
65420004,654200,11,2,3,4,2,1942,8,77,3,1,2, ,4,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65420005,654200,11,2,3,4,1,1988,4,31,1,1,2, ,4,1,1,2,2,0,1,0,1, , ,10,3,0,1,2,2, , , , , , ,16,11,10,1,2,15,12,1,1,1,1,1,6,6,1,1,1,1,1,4, , ,3, , ,1,1,1,1
65430001,654300,11,2,2,2,1,1952,7,67,2,3,1,1, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65430002,654300,11,2,2,2,2,1954,7,65,2,1,1,4, ,1,1,1,1, , , , , , , , ,0,1,2,2, , , , , , ,11,3, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65440001,654400,11,2,2,2,1,1941,8,78,2,3,1,3, ,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65440002,654400,11,2,2,2,2,1944,8,75,2,1,2, ,2,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65450001,654500,11,2,2,2,1,1935,8,84,2,3,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65450002,654500,11,2,2,2,2,1937,8,82,2,1,1,4, ,2, , , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65460001,654600,11,2,1,1,1,1952,7,67,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65470001,654700,11,2,2,2,1,1947,8,72,2,3,1,3, ,1,1,1,1, , , , , , , , ,0,1,2,2, , , , , , ,3,11, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65470002,654700,11,2,2,2,2,1956,7,63,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65480001,654800,11,2,2,2,1,1943,8,76,2,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65480002,654800,11,2,2,2,2,1959,7,60,2,1,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65500002,655000,11,1,1,1,2,1934,8,85,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65520001,655200,11,1,2,2,1,1934,8,85,2,3,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65520002,655200,11,1,2,2,2,1942,8,77,2,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65530001,655300,11,2,2,2,1,1947,8,72,2,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65530002,655300,11,2,2,2,2,1949,8,70,2,1,1,4, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65540001,655400,11,2,3,3,1,1945,8,74,2,3,2, ,4,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65540002,655400,11,2,3,3,2,1946,8,73,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65540003,655400,11,2,3,3,1,1967,6,52,1,5,1,3, ,1,1,2,1,0,1,0,1,0,1, , , , ,2,2, , , , , , ,11,6,9,1,12, , ,2,1,1,3,1,4,6,7,5,5,7,2,4,4, ,4,3, ,3,1,1,1
65550001,655500,11,2,3,3,1,1972,5,47,2,8,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,16,17,1,12,2, ,1,1,1,1,1,4,6,3,7,5,4,2,4,4, ,3,4, ,1,1,1,1
65550002,655500,11,2,3,3,2,1984,4,35,2,6,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,16,17,11,1,12,2, ,1,1,1,1,1,4,6,3,5,5,5,2,4,4, ,3,4, ,1,1,1,3
65550003,655500,11,2,3,3,1,2001,2,18,1,1,2, ,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,10,1,1,2,15, ,1,1,1,1,1,3,4,1,6,6,4,2,4, , ,3, , ,1, , , 
65550004,655500,11,2,3,3,2,2005,2,14,1,1,2, ,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,6,16,1,12,2, ,1,1,1,1,1,4,6,3,5,5,5,2, , , , , , ,1, , , 
65560001,655600,11,2,3,4,1,1974,5,45,2,8,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,8,9,1,2,12, ,1,1,1,1,1,4,6,3,6,6,6,2,4,4, ,3,4, ,1,1,1,2
65560002,655600,11,2,3,4,2,1987,4,32,2,1,2, ,2,1,1,2,1, , ,0,1, , ,0,1,0,1,2,2, , , , , , ,11,17,18,1,2,12, ,1,1,1,1,1,4,6,3,5,5,4,2, , , , , , ,1, , , 
65560003,655600,11,2,3,4,1,2007,2,12,1,1,2, ,1,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , , , , , 
65560004,655600,11,2,3,4,1,1944,8,75,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65570001,655700,11,1,3,4,1,1970,5,49,2,4,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,8,9,1,12,2, ,1,1,1,1,1,4,4,6,6,5,5,3,4,4, ,3,4, ,7, , , 
65570002,655700,11,1,3,4,2,1972,5,47,2,1,1,4, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,17,10,1,12, , ,1,1,1,1,1,4,4,6,5,5,4,2,4,4, ,3,4, ,7, , , 
65570003,655700,11,1,3,4,2,1999,3,20,1,1,2, ,1,1,1,3,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,10,17,1,12,2,15,3,2,3,2,3,4,6,6,5,5,5,2,4,4, ,3,4, ,1,1,1,3
65570004,655700,11,1,3,4,2,1934,8,85,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65580001,655800,11,2,2,2,1,1949,8,70,2,3,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65580002,655800,11,2,2,2,2,1952,7,67,2,1,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65590001,655900,11,2,3,5,2,1939,8,80,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65590002,655900,11,2,3,5,2,1962,6,57,3,4,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,6,9,1,12,2,15,1,1,1,1,1,1,1,1,3,3,1,2,4,4, ,3,4, ,1,1,1,3
65590004,655900,11,2,3,5,1,1989,4,30,1,4,1,3, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,16,6,1,2,12, ,1,1,1,1,1,3,6,3,6,6,4,2,4,4, ,3,4, ,1,1,1,3
65590101,655901,11,1,3,3,1,1984,4,35,2,5,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,6,17,1,2,12, ,2,2,1,1,2,4,6,3,5,5,5,2,4,4, ,3,4, ,1,1,1,3
65590102,655901,11,1,3,3,2,1986,4,33,2,5,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,6,11,17,1,12,2, ,1,1,1,1,1,4,6,3,5,5,3,2,4,4, ,3,4, ,1,1,1,1
65600001,656000,11,2,3,4,1,1965,6,54,2,5,1,3, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,17,9,1,12, , ,1,1,1,1,1,4,6,4,5,5,4,2,4,4, ,4,3, ,7, , , 
65600002,656000,11,2,3,4,2,1969,6,50,2,1,1,4, ,1,1,2,1,0,1,0,1,0,1,0,1, , ,2,2, , , , , , ,11,6,13,1,12, , ,1,1,1,1,1,4,5,3,5,5,4,2,4, , ,3, , ,7, , , 
65600006,656000,11,2,3,4,2,1934,8,85,3,1,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65600007,656000,11,2,3,4,2,1991,3,28,1,1,2, ,4,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,10,6,1,2,15,12,2,1,1,1,1,5,6,1,3,3,3,2,4,4,2,3,4,4,1,1,1,1
65610001,656100,11,2,2,2,1,1945,8,74,2,4,1,1, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65610002,656100,11,2,2,2,2,1948,8,71,2,1,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65620001,656200,11,1,1,1,2,1944,8,75,3,2,2, ,4,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65630001,656300,11,2,3,3,1,1943,8,76,2,4,1,2, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65630002,656300,11,2,3,3,2,1949,8,70,2,1,1,4, ,1,1,1,1, , ,0,1, , , , ,0,1,2,2, , , , , , ,3,11,10,1,12, , ,1,1,1,1,1,1,1,6,9,9,9,1, , , , , , ,7, , , 
65630003,656300,11,2,3,3,1,1977,5,42,1,6,1,1, ,1,1,1,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,3,8,1,2,12,15,1,1,1,1,2,4,6,1,5,5,1,2,4,4, ,3,4, ,7, , , 
65640001,656400,11,2,2,2,1,1950,7,69,2,5,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65640002,656400,11,2,2,2,2,1953,7,66,2,1,1,4, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65650001,656500,11,2,2,2,1,1948,8,71,2,3,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65650002,656500,11,2,2,2,2,1929,8,90,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65660001,656600,11,2,1,1,2,1966,6,53,3,5,1,3, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,18, ,2, , , ,1,1,2,2,1,1,1, , , , , , , , , , , ,6, , , 
65670001,656700,11,2,2,2,1,1950,7,69,2,6,1,3, ,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11,6, ,2, , , ,2,1,2,1,1,1,1, , , , , , , , , , , ,7, , , 
65670002,656700,11,2,2,2,2,1952,7,67,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
65680001,656800,11,2,3,5,1,1966,6,53,4,5,1,3, ,1,0, , , , , , , , , , , , ,2,2, , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , ,1, , ,1, , ,7, , , 
65680002,656800,11,2,3,5,1,1993,3,26,1,4,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,10,3,1,2,12, ,3,1,3,3,1,4,6,1,5,5,1,2,3,3, ,3,4, ,1,1,1,1
65680003,656800,11,2,3,5,1,1994,3,25,1,5,1,1, ,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,11,10,19,1,2,15,12,1,1,1,1,1,5,6,1,3,3,1,2,3,4, ,4,3, ,1,1,1,1
65680004,656800,11,2,3,5,1,1998,3,21,1,1,2, ,4,1,1,2,1,0,1,0,1,0,1,0,1,0,1,2,2, , , , , , ,10,2,16,1,2,15, ,1,1,1,1,1,4,6,1,5,5,1,2,3,3, ,3,4, ,1,1,1,1
65690001,656900,11,2,3,5,1,1956,7,63,2,4,1,3, ,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11,6, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65690002,656900,11,2,3,5,2,1960,6,59,2,1,2, ,2,1,1,2,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
65690003,656900,11,2,3,5,2,1939,8,80,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65700001,657000,11,2,2,2,1,1948,8,71,2,4,1,3, ,1,1,1,2, , , , , , , , , , ,2,2, , , , , , ,11,6, ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65700002,657000,11,2,2,2,2,1954,7,65,2,1,2, ,2,1,1,1,1, , , , , , , , , , ,2,2, , , , , , ,11, , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65710001,657100,11,1,2,3,1,1969,6,50,2,6,1,3, ,1,1,3,2, , ,0,1, , , , ,0,1,2,2, , , , , , ,8,19,11,1,2, , ,1,1,1,1,1,1,2,4,9,9,8,3, , , , , , ,1,1,1,1
65710002,657100,11,1,2,3,2,1935,8,84,3,1,2, ,4,2, , , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65720002,657200,11,1,1,1,2,1957,7,62,3,3,2, ,2,1,1,2,2, , , , , , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,3,1,1,1,1,1,1, , , , , , , , , , , ,6,2, , 
65730001,657300,11,1,1,1,2,1937,8,82,3,3,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65740001,657400,11,1,2,2,1,1944,8,75,2,6,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65740002,657400,11,1,2,2,2,1942,8,77,2,3,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65750001,657500,11,1,2,2,1,1941,8,78,2,2,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65750002,657500,11,1,2,2,2,1948,8,71,2,2,1,4, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65760001,657600,11,1,2,2,1,1950,7,69,2,4,1,3, ,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,6, , , 
65760002,657600,11,1,2,2,2,1950,7,69,2,3,2, ,2,1,0, , , , , , , , , , , , , , , , , , , , , , , ,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,7, , , 
65780001,657800,11,1,3,4,1,1948,8,71,2,5,1,3, ,1,1,1,2, , ,0,1, , , , , , ,2,2, , , , , , ,11,19,18,2, , , ,1,1,1,1,1,1,1, , , , , , , , , , , ,1, , , 
