pid,hid2016,area_siz2016,gender2016,age_gr2016,age2016,mob_use2016,mob_num2016,mob_csp2016,mob_dev2016,c01_gr2016,c02_gr2016,c03_gr2016,c04_gr2016,c05_gr2016,sns_use2016,freq_sns12016,news_med12016,news_med22016,news_med32016,news_plat12016,news_plat22016,news_plat32016,year2016,hid2017,area_siz2017,gender2017,age_gr2017,age2017,mob_use2017,mob_num2017,mob_csp2017,mob_dev2017,c01_gr2017,c02_gr2017,c03_gr2017,c04_gr2017,c05_gr2017,sns_use2017,freq_sns12017,news_med12017,news_med22017,news_med32017,news_plat12017,news_plat22017,news_plat32017,year2017,hid2018,area_siz2018,gender2018,age_gr2018,age2018,mob_use2018,mob_num2018,mob_csp2018,mob_dev2018,c01_gr2018,c02_gr2018,c03_gr2018,c04_gr2018,c05_gr2018,sns_use2018,freq_sns12018,news_med12018,news_med22018,news_med32018,news_plat12018,news_plat22018,news_plat32018,year2018,hid2019,area_siz2019,gender2019,age_gr2019,age2019,mob_use2019,mob_num2019,mob_csp2019,mob_dev2019,c01_gr2019,c02_gr2019,c03_gr2019,c04_gr2019,c05_gr2019,sns_use2019,freq_sns12019,news_med12019,news_med22019,news_med32019,news_plat12019,news_plat22019,news_plat32019,year2019
63720002,637200,1,2,6,51,1,1,1,1, , , , , ,1,12, , , , , , ,2016,637200,2,2,6,52,1,1,1,1, , , , , ,1,12, , , , , , ,2017,637200,2,2,6,53,1,1,1,1,1,1, , ,1,2, ,3,2, ,3,3, ,2018,637200,2,2,6,54,1,1,3,1,1,1, , ,1,1,23,3,2, ,3,2, ,2019
63720003,637200,1,2,2,14,1,1,2,1, , , , , ,1,1,2,4, ,2,3, ,2016,637200,2,2,2,15,1,1,2,2, , , , , ,1,2, , , , , , ,2017,637200,2,2,2,16,1,1,2,1,1,1, ,1,1,2, ,3, , ,3, , ,2018,637200,2,2,2,17,1,1,1,1, ,1, ,1,1,1,2, , , , , , ,2019
63720004,637200,1,1,2,11,1,1,2,1, , , , , ,1,3, , , , , , ,2016,637200,2,1,2,12,1,1,2,1, , , , , ,1,12, , , , , , ,2017,637200,2,1,2,13,1,1,2,1,1,1, ,1,1,1,2, , , , , , ,2018,637200,2,1,2,14,1,1,2,1, ,1, ,1, ,1,23, , , , , , ,2019
63740001,637400,1,1,6,51,1,1,1,1, , , , , ,1,1,2, , ,2, , ,2016,637400,2,1,6,52,1,1,1,1, , , , , ,2, ,3,1, ,3,1, ,2017,637400,2,1,6,53,1,1,3,1,1, , , ,1,2, ,4, , ,3, , ,2018,637400,2,1,6,54,1,1,3,1,1,1, ,1,1,1,2,3, , ,3, , ,2019
63740002,637400,1,2,5,46,1,1,1,1, , , , , ,1,1, , , , , , ,2016,637400,2,2,5,47,1,1,1,2, , , , , ,2, , , , , , , ,2017,637400,2,2,5,48,1,1,1,1,1,1, , ,1,1,12,3, , ,3, , ,2018,637400,2,2,5,49,1,1,1,1,1,1, ,1,1,1,16, , , , , , ,2019
63740003,637400,1,1,2,12,2,0, , , , , , , ,2, , , , , , , ,2016,637400,2,1,2,13,1,1,1,2, , , , ,2,1,2, , , , , , ,2017,637400,2,1,2,14,1,1,1,2, ,1, ,1,1,2, , , , , , , ,2018,637400,2,1,2,15,1,1,1,1, ,1, ,1,1,1,15, , , , , , ,2019
63740004,637400,1,2,2,11,2,0, , , , , , , ,2, , , , , , , ,2016,637400,2,2,2,12,2,0, , , , , , , ,2, , , , , , , ,2017,637400,2,2,2,13,1,1,3,3,1,1, ,1,1,1,2, , , , , , ,2018,637400,2,2,2,14,1,1,3,1, ,1, ,1,1,1,12, , , , , , ,2019
63740005,637400,1,1,1,9,2,0, , , , , , , ,2, , , , , , , ,2016,637400,2,1,2,10,2,0, , , , , , , ,2, , , , , , , ,2017,637400,2,1,2,11,2,0, , , , , , ,1,1,2, , , , , , ,2018,637400,2,1,2,12,1,1,1,1, ,1, ,1,1,1,23, , , , , , ,2019
63780001,637800,1,1,5,41,1,1,3,2, , , , , ,1,12,3, , ,3, , ,2016,637800,2,1,5,42,1,1,3,2, , , , , ,1,1, , , , , , ,2017,637800,2,1,5,43,1,1,3,2,1,1, ,1, ,1,2,3, , ,3, , ,2018,637800,1,1,5,44,1,1,3,2,1,1, , , ,1,12,3, , ,3, , ,2019
63780002,637800,1,2,4,37,1,1,3,2, , , , , ,1,3, , , , , , ,2016,637800,2,2,4,38,1,1,3,2, , , , , ,1,1, , , , , , ,2017,637800,2,2,4,39,1,1,3,2, ,1, ,1, ,2, , , , , , , ,2018,637800,1,2,5,40,1,1,3,2, ,1, ,1,1,1,23, , , , , , ,2019
63790001,637900,1,1,6,56,1,1,3,1, , , , , ,1,2,4,2, ,3,2, ,2016,637900,2,1,6,57,1,1,3,1, , , , , ,1,16, , , , , , ,2017,637900,2,1,6,58,1,1,3,1, , , ,1, ,2, , , , , , , ,2018,637900,1,1,6,59,1,1,3,1, ,1, , ,1,1,16, , , , , , ,2019
63790002,637900,1,2,6,55,1,1,3,2, , , , , ,1,2, , , , , , ,2016,637900,2,2,6,56,1,1,3,2, , , , , ,2, , , , , , , ,2017,637900,2,2,6,57,1,1,3,1, , , , , ,2, , , , , , , ,2018,637900,1,2,6,58,1,1,3,1, ,1, ,1,1,1,23, , , , , , ,2019
63800001,638000,1,1,4,33,1,1,1,1, , , ,2, ,1,12, , , , , , ,2016,638000,2,1,4,34,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,638000,2,1,4,35,1,1,1,1, , , ,2,1,1,2, , , , , , ,2018,638000,1,1,4,36,1,1,3,1, ,1, ,2, ,1,2, , , , , , ,2019
63800002,638000,1,2,4,36,1,1,1,3, , , ,2, ,1,2, , , , , , ,2016,638000,2,2,4,37,1,1,1,3, , , , , ,1,1, , , , , , ,2017,638000,2,2,4,38,1,1,3,1, , ,3,2,1,1,12, , , , , , ,2018,638000,1,2,4,39,1,1,4,3, ,3,5,2,1,1,15, , , , , , ,2019
63800003,638000,1,2,2,14,1,1,1,1, , , , , ,1,12, , , , , , ,2016,638000,2,2,2,15,1,1,3,1, , , , , ,1,2, , , , , , ,2017,638000,2,2,2,16,1,1,4,3, ,1, ,1,1,1,2, , , , , , ,2018,638000,1,2,2,17,1,1,4,3,1,1, ,1,1,1,15, , , , , , ,2019
63800004,638000,1,1,2,12,1,1,1,1, , , , , ,1,12, , , , , , ,2016,638000,2,1,2,13,1,1,3,1, , , , , ,1,2, , , , , , ,2017,638000,2,1,2,14,1,1,3,3, ,1, , ,1,1,2, , , , , , ,2018,638000,1,1,2,15,1,1,3,1,1,1, ,1,1,1,23, , , , , , ,2019
63800005,638000,1,1,6,56,1,1,3,1, , , , , ,1,12, , , , , , ,2016,638000,2,1,6,57,1,1,3,1, , , , , ,2, , , , , , , ,2017,638000,2,1,6,58,1,1,1,1,1, , , , ,1,2,3, , ,3, , ,2018,638000,1,1,6,59,1,1,3,1,1,1, , ,1,1,23,3, , ,3, , ,2019
63800006,638000,1,2,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2016,638000,2,2,6,52,1,1,3,1, , , , , ,1,12, , , , , , ,2017,638000,2,2,6,53,1,1,1,1, , , , ,1,1,16, , , , , , ,2018,638000,1,2,6,54,1,1,3,1, , , , , ,2, , , , , , , ,2019
63800007,638000,1,1,1,8,1,1,1,1, , , , , ,1,2, , , , , , ,2016,638000,2,1,1,9,1,1,3,1, , , , , ,1,2, , , , , , ,2017,638000,2,1,2,10,1,1,1,1, , , , ,1,2, , , , , , , ,2018,638000,1,1,2,11,1,1,3,1, ,1, ,1,1,1,2, , , , , , ,2019
63820001,638200,2,1,4,37,1,1,1,1, , , , , ,1,16,3,1, ,3,1, ,2016,638200,2,1,4,38,1,1,1,1, , , , , ,1,12,4, , ,3, , ,2017,638200,2,1,4,39,1,1,1,1,1,1,1,1,1,2, ,3,1, ,3,1, ,2018,638200,2,1,5,40,1,1,1,1,1,1,1, ,1,1,16,3,1, ,4,1, ,2019
63820002,638200,2,2,4,34,1,1,1,2, , , , , ,1,12,3, , ,3, , ,2016,638200,2,2,4,35,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,638200,2,2,4,36,1,1,1,1,1,1,1,1,1,1,16,3, , ,3, , ,2018,638200,2,2,4,37,1,1,1,1,1,1,1,1, ,2, ,4, , ,3, , ,2019
63820003,638200,2,1,1,8,2,0, , , , , , , ,2, , , , , , , ,2016,638200,2,1,1,9,2,0, , , , , , , ,2, , , , , , , ,2017,638200,2,1,2,10,2,0, , , , , , , ,2, , , , , , , ,2018,638200,2,1,2,11,2, , , , ,1, , , ,2, , , , , , , ,2019
63820004,638200,2,1,1,6,2,0, , , , , , , ,2, , , , , , , ,2016,638200,2,1,1,7,2,0, , , , , , , ,2, , , , , , , ,2017,638200,2,1,1,8,2,0, , , , , , ,1,2, , , , , , , ,2018,638200,2,1,1,9,2, , , , ,1, , , ,2, , , , , , , ,2019
63840001,638400,1,1,6,57,1,1,1,1, , , , , ,1,16,1,3, ,1,3, ,2016,638400,1,1,6,58,1,1,1,1, , , , , ,1,16,3, , ,3, , ,2017,638400,1,1,6,59,1,1,1,1,1,1,1,1,1,2, ,3,1, ,3,1, ,2018,638400,2,1,7,60,1,1,1,1,1,1, ,1,1,1,16,4,1, ,3,1, ,2019
63850001,638500,2,1,7,65,1,0, , , , , , , ,2, , , , , , , ,2016,638500,2,1,7,66,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2017,638500,2,1,7,67,1,1,1,2,1,1,1,1,1,2, ,3, , ,3, , ,2018,638500,2,1,7,68,1,1,2,1,1, , , , ,2, ,4, , ,3, , ,2019
63850002,638500,2,2,7,67,1,0, , , , , , , ,2, , , , , , , ,2016,638500,2,2,7,68,1,1,1,2, , , , , ,2, , , , , , , ,2017,638500,2,2,7,69,1,1,1,2,1,1,1,1,1,2, ,3, , ,3, , ,2018,638500,2,2,8,70,1,1,2,1,1, , , , ,2, , , , , , , ,2019
63860001,638600,2,1,6,52,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,638600,2,1,6,53,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2017,638600,2,1,6,54,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018,638600,2,1,6,55,1,1,3,1,1, ,1, ,1,2, ,4, , ,3, , ,2019
63860002,638600,2,2,5,47,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,638600,2,2,5,48,1,1,1,1, , , , , ,1,12,4, , ,3, , ,2017,638600,2,2,5,49,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018,638600,2,2,6,50,1,1,3,1,1,1,1, , ,1,12,1,4, ,1,3, ,2019
63860003,638600,2,1,2,19,1,1,3,1, , , , , ,1,2,3, , ,3, , ,2016,638600,2,1,3,20,1,1,3,1, , , , , ,1,15,3,4, ,4,3, ,2017,638600,2,1,3,21,1,1,2,1,1,1,1,1,1,1,2,3, , ,3, , ,2018,638600,2,1,3,22,1,1,3,1,1,1,1,1,1,1,2,4, , ,3, , ,2019
63870001,638700,2,1,7,67,1,0, , , , , , , ,2, , , , , , , ,2016,638700,2,1,7,68,1,0, , , , , , , ,2, , , , , , , ,2017,638700,2,1,7,69,1,0, , , , , , , ,2, , , , , , , ,2018,638700,2,1,8,70,1,1,3,1,1, , , , ,2, ,4, , ,3, , ,2019
63870002,638700,2,2,7,63,1,1,1,1, , , , , ,2, , , , , , , ,2016,638700,2,2,7,64,1,1,1,1, , , , , ,2, , , , , , , ,2017,638700,2,2,7,65,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,638700,2,2,7,66,1,1,3,1,1, , , , ,2, , , , , , , ,2019
63880001,638800,2,2,6,58,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2016,638800,2,2,6,59,1,1,2,1, , , , , ,2, , , , , , , ,2017,638800,2,2,7,60,1,1,2,1,1,1,1, ,1,2, ,3, , ,3, , ,2018,638800,2,2,7,61,1,1,2,1,1, , , , ,2, ,4, , ,3, , ,2019
63880002,638800,2,1,3,24,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2016,638800,2,1,3,25,1,1,2,1, , , , , ,1,2,3,4,2,3,4,3,2017,638800,2,1,3,26,1,1,2,1, , , , , ,1,2,3, , ,3, , ,2018,638800,2,1,3,27,1,1,2,1,1,1,1,1,1,1,16,4, , ,3, , ,2019
63890001,638900,2,1,8,76,1,0, , , , , , , ,2, , , , , , , ,2016,638900,2,1,8,77,1,0, , , , , , , ,2, , , , , , , ,2017,638900,2,1,8,78,1,0, , , , , , , ,2, , , , , , , ,2018,638900,2,1,8,79,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
63890002,638900,2,2,7,68,1,1,1,1, , , , , ,2, , , , , , , ,2016,638900,2,2,7,69,1,1,1,1, , , , , ,2, , , , , , , ,2017,638900,2,2,8,70,1,1,1,1, , , , , ,2, , , , , , , ,2018,638900,2,2,8,71,1,1,1,1, , , , , ,2, , , , , , , ,2019
63900001,639000,2,1,7,66,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2016,639000,2,1,7,67,1,1,2,1, , , , , ,1,16,3,1, ,3,1, ,2017,639000,2,1,7,68,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2018,639000,2,1,7,69,1,1,1,1,1, , , , ,1,16,4,1, ,3,1, ,2019
63900002,639000,2,2,7,63,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2016,639000,2,2,7,64,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2017,639000,2,2,7,65,1,1,2,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,639000,2,2,7,66,1,1,1,1,1, , , , ,2, ,4,1, ,3,1, ,2019
63900003,639000,2,2,4,34,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016,639000,2,2,4,35,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2017,639000,2,2,4,36,1,1,2,1, , ,1, , ,2, ,3,1, ,3,1, ,2018,639000,2,2,4,37,1,1,1,1,1,1,1,1, ,2, ,4,1, ,3,1, ,2019
63910001,639100,2,1,6,51,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639100,2,1,6,52,1,1,2,1, , , , , ,2, , , , , , , ,2017,639100,2,1,6,53,1,1,3,1, ,1, , ,1,2, , , , , , , ,2018,639100,2,1,6,54,1,1,3,2,1,1, , ,1,2, ,3, , ,3, , ,2019
63910002,639100,2,2,5,46,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639100,2,2,5,47,1,1,2,1, , , , , ,2, , , , , , , ,2017,639100,2,2,5,48,1,1,2,1, ,1, ,1,1,2, , , , , , , ,2018,639100,2,2,5,49,1,1,3,2, ,1, ,1, ,2, , , , , , , ,2019
63910003,639100,2,2,2,18,1,1,2,1, , , , , ,1,12, , , , , , ,2016,639100,2,2,2,19,1,1,2,1, , , , , ,2, , , , , , , ,2017,639100,2,2,3,20,1,1,3,2, ,1, ,1,1,2, , , , , , , ,2018,639100,2,2,3,21,1,1,3,3,1,1, ,1,1,1,15,3, , ,3, , ,2019
63910004,639100,2,2,2,16,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639100,2,2,2,17,1,1,1,1, , , , , ,2, , , , , , , ,2017,639100,2,2,2,18,1,1,3,1, ,1, ,2,1,2, , , , , , , ,2018,639100,2,2,2,19,1,1,3,3,1,1, ,1,1,1,2, , , , , , ,2019
63920001,639200,2,1,5,42,1,1,3,4, , , , , ,2, , , , , , , ,2016,639200,2,1,5,43,1,1,1,1, , , , ,4,1,15, , , , , , ,2017,639200,2,1,5,44,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,639200,2,1,5,45,1,1,1,1,1, , ,1,1,2, ,4,3, ,3,3, ,2019
63920002,639200,2,2,4,33,1,1,3,1, , , , , ,2, , , , , , , ,2016,639200,2,2,4,34,1,1,1,1, , , , , ,1,15, , , , , , ,2017,639200,2,2,4,35,1,1,1,1, , , , , ,2, , , , , , , ,2018,639200,2,2,4,36,1,1,1,1,1,1, ,1,1,2, ,3, , ,3, , ,2019
63930001,639300,2,1,4,32,1,1,1,1, , , , , ,2, , , , , , , ,2016,639300,2,1,4,33,1,1,1,1, , , , , ,1,2, , , , , , ,2017,639300,2,1,4,34,1,1,1,1,1,1,1,1,1,2, ,3, , ,3, , ,2018,639300,2,1,4,35,1,1,1,1,1,1, ,1,1,2, ,3, , ,3, , ,2019
63930002,639300,2,2,4,36,1,1,1,1, , , , , ,1,1, , , , , , ,2016,639300,2,2,4,37,1,1,1,1, , , , , ,1,2, , , , , , ,2017,639300,2,2,4,38,1,1,1,1,1,1, ,1,1,2, , , , , , , ,2018,639300,2,2,4,39,1,1,1,1, ,1, ,1,1,2, , , , , , , ,2019
63940001,639400,2,1,7,60,1,0, , , , , , , ,2, , , , , , , ,2016,639400,2,1,7,61,1,0, , , , , , , ,2, , , , , , , ,2017,639400,2,1,7,62,1,0, , , , , , , ,2, , , , , , , ,2018,639400,2,1,7,63,1,0, , , , , , , ,2, , , , , , , ,2019
63940002,639400,2,2,5,44,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639400,2,2,5,45,1,1,1,1, , , , , ,2, , , , , , , ,2017,639400,2,2,5,46,1,1,1,1, ,1, ,1,1,2, , , , , , , ,2018,639400,2,2,5,47,1,1,1,1, , , ,1,1,1,16, , , , , , ,2019
63940003,639400,2,2,2,18,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639400,2,2,2,19,1,1,1,1, , , , , ,2, , , , , , , ,2017,639400,2,2,3,20,1,1,1,1, ,1, ,1,1,1,15, , , , , , ,2018,639400,2,2,3,21,1,1,1,1,1,1, ,1,1,1,15, , , , , , ,2019
63940004,639400,2,2,2,16,1,1,1,1, , , , , ,1,12, , , , , , ,2016,639400,2,2,2,17,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2017,639400,2,2,2,18,1,1,1,1,1,1, ,1,1,1,15,3, , ,3, , ,2018,639400,2,2,2,19,1,1,1,1,1,1, ,1,1,1,2, , , , , , ,2019
63950001,639500,2,1,5,48,1,1,1,1, , , , , ,2, , , , , , , ,2016,639500,2,1,5,49,1,1,1,1, , , , ,4,2, , , , , , , ,2017,639500,2,1,6,50,1,1,1,1, , , , ,1,2, ,1, , ,1, , ,2018,639500,2,1,6,51,1,1,1,1,1,1, , ,1,2, ,3,2,1,3,3,1,2019
63950002,639500,2,2,5,46,1,1,3,2, , , , , ,2, , , , , , , ,2016,639500,2,2,5,47,1,1,1,1, , , , , ,2, , , , , , , ,2017,639500,2,2,5,48,1,1,2,2, ,1, ,1, ,2, , , , , , , ,2018,639500,2,2,5,49,1,1,1,1, ,1, ,1,1,2, , , , , , , ,2019
63950003,639500,2,2,2,16,1,1,1,2, , , , , ,1,2, , , , , , ,2016,639500,2,2,2,17,1,1,1,1, , , , , ,1,12, , , , , , ,2017,639500,2,2,2,18,1,1,1,1,1,1, ,1, ,2, , , , , , , ,2018,639500,2,2,2,19,1,1,1,3, ,1,1,1,1,1,2, , , , , , ,2019
63950004,639500,2,1,2,13,1,1,3,1, , , , , ,1,1, , , , , , ,2016,639500,2,1,2,14,1,1,1,1, , , , , ,1,2, , , , , , ,2017,639500,2,1,2,15,1,1,3,2, ,1, , ,1,2, , , , , , , ,2018,639500,2,1,2,16,1,1,1,3, ,1, ,1,1,1,2, , , , , , ,2019
64010001,640100,2,2,6,50,1,1,3,2, , , , , ,1,12, , , , , , ,2016,640100,2,2,6,51,1,1,2,1, , , , , ,2, , , , , , , ,2017,640100,2,2,6,52,1,1,1,1, , , , , ,1,12, , , , , , ,2018,640100,2,2,6,53,1,1,3,2, ,1, , , ,1,2, , , , , , ,2019
64010002,640100,2,1,3,25,1,1,3,2, , , , , ,1,1,4, , ,3, , ,2016,640100,2,1,3,26,1,1,2,1, , , , ,4,1,1, , , , , , ,2017,640100,2,1,3,27,1,1,1,1,1,1, , , ,1,1,4,3,1,3,4,1,2018,640100,2,1,3,28,1,1,3,2,1,1, ,1,1,1,12,2,1, ,3,1, ,2019
64010003,640100,2,1,3,23,1,1,2,2, , , , , ,1,12, , , , , , ,2016,640100,2,1,3,24,1,1,2,1, , , , , ,1,2, , , , , , ,2017,640100,2,1,3,25,1,1,1,1,1,1,1,1,1,1,2, , , , , , ,2018,640100,2,1,3,26,1,1,3,2,1,1, ,1,1,1,12, , , , , , ,2019
64030001,640300,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2016,640300,2,2,8,80,1,0, , , , , , , ,2, , , , , , , ,2017,640300,2,2,8,81,1,1,1,1, , , , , ,2, , , , , , , ,2018,640300,2,2,8,82,1,1,2,2, , , , , ,2, , , , , , , ,2019
64070001,640700,2,1,6,58,1,1,1,1, , , , , ,1,12, , , , , , ,2016,640700,2,1,6,59,1,1,2,1, , , , , ,2, , , , , , , ,2017,640700,2,1,7,60,1,1,2,1, , , , , ,1,12,4, , ,3, , ,2018,640700,2,1,7,61,1,1,2,1, , , , , ,2, , , , , , , ,2019
64070002,640700,2,2,6,54,1,1,1,1, , , , , ,1,12, , , , , , ,2016,640700,2,2,6,55,1,1,2,1, , , , , ,2, , , , , , , ,2017,640700,2,2,6,56,1,1,2,2, , , , , ,1,12, , , , , , ,2018,640700,2,2,6,57,1,1,3,1, , , , , ,2, , , , , , , ,2019
64070003,640700,2,1,4,31,1,1,1,1, , , , , ,1,12,4,2, ,3,2, ,2016,640700,2,1,4,32,1,1,2,1, ,4, , , ,1,2,3, , ,3, , ,2017,640700,2,1,4,33,1,1,1,1, , , , , ,1,1,4, , ,2, , ,2018,640700,2,1,4,34,1,1,1,1,3,3, , , ,1,1,1,2,3,1,3,2,2019
64080001,640800,2,1,6,55,1,1,2,1, , , , , ,1,12,4, , ,3, , ,2016,640800,2,1,6,56,1,1,2,1, , , , , ,2, , , , , , , ,2017,640800,2,1,6,57,1,1,1,1, , , , , ,1,1,1, , ,1, , ,2018,640800,2,1,6,58,1,1,1,1, ,1, , , ,1,12,1, , ,1, , ,2019
64080002,640800,2,2,6,55,1,1,2,2, , , , , ,1,12, , , , , , ,2016,640800,2,2,6,56,1,1,2,1, , , , , ,2, , , , , , , ,2017,640800,2,2,6,57,1,1,1,2, , , , , ,1,12, , , , , , ,2018,640800,2,2,6,58,1,1,1,1, ,1, ,1, ,1,2, , , , , , ,2019
64080003,640800,2,2,3,27,1,1,2,1, , , , , ,1,12, , , , , , ,2016,640800,2,2,3,28,1,1,2,1, ,4, , , ,1,2, , , , , , ,2017,640800,2,2,3,29,1,1,1,3, , , , , ,1,1, , , , , , ,2018,640800,2,2,4,30,1,1,1,1,1,3, ,1,1,1,12, , , , , , ,2019
64080004,640800,2,2,3,25,1,1,2,1, , , , , ,1,2, , , , , , ,2016,640800,2,2,3,26,1,1,2,1, , , , , ,1,15, , , , , , ,2017,640800,2,2,3,27,1,1,1,3,1, ,1,1, ,1,15, , , , , , ,2018,640800,2,2,3,28,1,1,2,1,1,1, ,1,1,1,12, , , , , , ,2019
64090002,640900,2,2,6,50,1,1,2,1, , , , , ,1,12, , , , , , ,2016,640900,2,2,6,51,1,1,2,1, , , , , ,2, , , , , , , ,2017,640900,1,2,6,52,1,1,1,1, , , , , ,2, , , , , , , ,2018,640900,1,2,6,53,1,1,1,1, ,1, ,1, ,1,12, , , , , , ,2019
64090003,640900,2,2,3,23,1,1,2,1, , , , , ,1,12, , , , , , ,2016,640900,2,2,3,24,1,1,2,1, , , ,4, ,1,15, , , , , , ,2017,640900,1,2,3,25,1,1,1,3,1,1,1,1,1,1,2, , , , , , ,2018,640900,1,2,3,26,1,1,1,1,1,1, ,1,1,1,15,3,3,2,3,4,3,2019
64110001,641100,2,1,8,83,1,0, , , , , , , ,2, , , , , , , ,2016,641100,2,1,8,84,1,0, , , , , , , ,2, , , , , , , ,2017,641100,1,1,8,85,1,1,2,1, , , , , ,2, , , , , , , ,2018,641100,1,1,8,86,1,1,2,2, , , , , ,2, , , , , , , ,2019
64110002,641100,2,2,8,77,2,0, , , , , , , ,2, , , , , , , ,2016,641100,2,2,8,78,1,0, , , , , , , ,2, , , , , , , ,2017,641100,1,2,8,79,1,0, , , , , , , ,2, , , , , , , ,2018,641100,1,2,8,80,2, , , , , , , , ,2, , , , , , , ,2019
64110003,641100,2,1,5,41,1,1,1,1, , , , , ,1,2,4,1, ,3,1, ,2016,641100,2,1,5,42,1,1,2,2, , , , ,4,1,12,3, , ,3, , ,2017,641100,1,1,5,43,1,1,1,2, , , , , ,1,1,4, , ,3, , ,2018,641100,1,1,5,44,1,1,2,1,1,1, ,1, ,1,12,3,4, ,3,3, ,2019
64120001,641200,2,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2016,641200,2,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2017,641200,1,2,8,88,1,1,2,1, , , , , ,2, , , , , , , ,2018,641200,1,2,8,89,1,1,2,1, , , , , ,2, , , , , , , ,2019
64130001,641300,2,2,8,70,1,0, , , , , , , ,2, , , , , , , ,2016,641300,2,2,8,71,1,0, , , , , , , ,2, , , , , , , ,2017,641300,1,2,8,72,1,1,2,1, , , , , ,2, , , , , , , ,2018,641300,1,2,8,73,1,1,2,1, , , , , ,2, , , , , , , ,2019
64140001,641400,2,1,8,79,1,0, , , , , , , ,2, , , , , , , ,2016,641400,2,1,8,80,1,0, , , , , , , ,2, , , , , , , ,2017,641400,1,1,8,81,1,0, , , , , , , ,2, , , , , , , ,2018,641400,1,1,8,82,1,0, , , , , , , ,2, , , , , , , ,2019
64140002,641400,2,2,8,75,2,0, , , , , , , ,2, , , , , , , ,2016,641400,2,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2017,641400,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2018,641400,1,2,8,78,2, , , , , , , , ,2, , , , , , , ,2019
64160001,641600,2,2,8,85,2,0, , , , , , , ,2, , , , , , , ,2016,641600,2,2,8,86,1,0, , , , , , , ,2, , , , , , , ,2017,641600,1,2,8,87,1,0, , , , , , , ,2, , , , , , , ,2018,641600,1,2,8,88,2, , , , , , , , ,2, , , , , , , ,2019
64160002,641600,2,1,5,44,1,1,1,1, , , , , ,1,12, , , , , , ,2016,641600,2,1,5,45,1,1,2,1, , , , ,4,2, , , , , , , ,2017,641600,1,1,5,46,1,1,1,2,1, , , , ,1,2,4, , ,2, , ,2018,641600,1,1,5,47,1,1,2,1, ,1, ,1,1,1,12,1, , ,1, , ,2019
64170001,641700,2,1,6,55,1,1,3,2, , , , , ,1,12, , , , , , ,2016,641700,2,1,6,56,1,1,2,2, , , , ,4,2, , , , , , , ,2017,641700,1,1,6,57,1,1,3,2, , , , , ,1,1, , , , , , ,2018,641700,1,1,6,58,1,1,2,1, , , , , ,1,12, , , , , , ,2019
64170002,641700,2,2,6,52,1,1,2,2, , , , , ,1,15, , , , , , ,2016,641700,2,2,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2017,641700,1,2,6,54,1,1,3,2, , , , , ,1,1, , , , , , ,2018,641700,1,2,6,55,1,1,2,2, , , , , ,2, , , , , , , ,2019
64170003,641700,2,1,4,31,1,1,3,2, , , , , ,1,12, , , , , , ,2016,641700,2,1,4,32,1,1,2,1, , , , ,5,2, , , , , , , ,2017,641700,1,1,4,33,1,1,3,2,1, , ,1, ,1,1,4, , ,3, , ,2018,641700,1,1,4,34,1,1,1,1,1,1, ,1,1,1,12,1,3, ,1,3, ,2019
64180001,641800,2,2,8,75,1,0, , , , , , , ,2, , , , , , , ,2016,641800,2,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2017,641800,1,2,8,77,1,1,1,2, , , , , ,2, , , , , , , ,2018,641800,1,2,8,78,1,1,1,2, , , , , ,2, , , , , , , ,2019
