pid,hid2016,area_siz2016,gender2016,age_gr2016,age2016,mob_use2016,mob_num2016,mob_csp2016,mob_dev2016,c01_gr2016,c02_gr2016,c03_gr2016,c04_gr2016,c05_gr2016,sns_use2016,freq_sns12016,news_med12016,news_med22016,news_med32016,news_plat12016,news_plat22016,news_plat32016,year2016,hid2017,area_siz2017,gender2017,age_gr2017,age2017,mob_use2017,mob_num2017,mob_csp2017,mob_dev2017,c01_gr2017,c02_gr2017,c03_gr2017,c04_gr2017,c05_gr2017,sns_use2017,freq_sns12017,news_med12017,news_med22017,news_med32017,news_plat12017,news_plat22017,news_plat32017,year2017,hid2018,area_siz2018,gender2018,age_gr2018,age2018,mob_use2018,mob_num2018,mob_csp2018,mob_dev2018,c01_gr2018,c02_gr2018,c03_gr2018,c04_gr2018,c05_gr2018,sns_use2018,freq_sns12018,news_med12018,news_med22018,news_med32018,news_plat12018,news_plat22018,news_plat32018,year2018,hid2019,area_siz2019,gender2019,age_gr2019,age2019,mob_use2019,mob_num2019,mob_csp2019,mob_dev2019,c01_gr2019,c02_gr2019,c03_gr2019,c04_gr2019,c05_gr2019,sns_use2019,freq_sns12019,news_med12019,news_med22019,news_med32019,news_plat12019,news_plat22019,news_plat32019,year2019
2430002,24300,1,2,5,40,1,1,2,1, , , , , ,1,12,3, , ,3, , ,2016,24300,1,2,5,41,1,1,2,1, , , , , ,1,12,4, , ,3, , ,2017,24300,1,2,5,42,1,1,2,1, , , , , ,1,2,2, , ,3, , ,2018,24300,1,2,5,43,1,1,2,1, , , , , ,1,12,3, , ,2, , ,2019
2430003,24300,1,1,2,13,1,1,2,2, , , , , ,2, , , , , , , ,2016,24300,1,1,2,14,1,1,2,2, , , , , ,2, , , , , , , ,2017,24300,1,1,2,15,1,1,2,2, , , , , ,2, , , , , , , ,2018,24300,1,1,2,16,1,1,2,1, , , , , ,1,23, , , , , , ,2019
2430004,24300,1,2,2,10,1,1,1,2, , , , , ,1,12, , , , , , ,2016,24300,1,2,2,11,1,1,1,2, , , , , ,2, , , , , , , ,2017,24300,1,2,2,12,1,1,2,2, , , , , ,1,12, , , , , , ,2018,24300,1,2,2,13,1,1,2,1, , , , , ,1,2, , , , , , ,2019
2440001,24400,1,1,4,31,1,1,2,1, , , , , ,1,2,3, , ,3, , ,2016,24400,1,1,4,32,1,1,3,1, , , , , ,2, , , , , , , ,2017,24400,1,1,4,33,1,1,3,1, , , , , ,2, , , , , , , ,2018,24400,1,1,4,34,1,1,3,1, , , ,3, ,1,2, , , , , , ,2019
2440002,24400,1,2,4,31,1,1,2,1, , , , , ,2, , , , , , , ,2016,24400,1,2,4,32,1,1,1,1, , , , , ,2, , , , , , , ,2017,24400,1,2,4,33,1,1,2,2, , , , , ,2, , , , , , , ,2018,24400,1,2,4,34,1,1,3,1, , , ,3, ,2, , , , , , , ,2019
2440003,24400,1,1,1,7,2,0, , , , , , , ,2, , , , , , , ,2016,24400,1,1,1,8,1,1,1,1, , , , , ,2, , , , , , , ,2017,24400,1,1,1,9,1,1,3,1, , , , , ,2, , , , , , , ,2018,24400,1,1,2,10,1,1,3,1, , , , , ,2, , , , , , , ,2019
2450001,24500,1,1,5,41,1,1,1,1, , , , , ,2, ,4,2, ,3,2, ,2016,24500,1,1,5,42,1,1,3,1, , , , , ,2, ,4,2, ,3,3, ,2017,24500,1,1,5,43,1,1,3,1, , , , , ,2, ,3, , ,3, , ,2018,24500,1,1,5,44,1,1,3,1, , , , , ,2, ,3,2, ,3,2, ,2019
2450002,24500,1,2,5,41,1,1,1,4, , , ,1, ,2, ,1,3, ,1,3, ,2016,24500,1,2,5,42,1,1,3,1, , , , , ,2, ,4,2, ,3,3, ,2017,24500,1,2,5,43,1,1,3,1, , , ,2, ,2, , , , , , , ,2018,24500,1,2,5,44,1,1,3,2, , , , , ,2, ,3,2, ,3,2, ,2019
2450003,24500,1,2,2,14,1,1,1,4, , , , , ,1,2,3,4, ,3,4, ,2016,24500,1,2,2,15,1,1,3,1, , , , , ,1,2,3,3, ,3,4, ,2017,24500,1,2,2,16,1,1,3,1, , , , , ,1,2, , , , , , ,2018,24500,1,2,2,17,1,1,3,1, , , , , ,2, ,3,2, ,3,2, ,2019
2450004,24500,1,2,2,12,1,1,1,4, , , , , ,1,2, , , , , , ,2016,24500,1,2,2,13,1,1,3,1, , , , , ,1,15, , , , , , ,2017,24500,1,2,2,14,1,1,3,1, , , , , ,1,2, , , , , , ,2018,24500,1,2,2,15,1,1,3,3, , , , , ,1,15,3, , ,3, , ,2019
2450005,24500,1,1,2,11,1,1,1,4, , , , , ,2, , , , , , , ,2016,24500,1,1,2,12,1,1,3,1, , , , , ,2, , , , , , , ,2017,24500,1,1,2,13,1,1,3,1, , , , , ,1,2, , , , , , ,2018,24500,1,1,2,14,1,1,3,1, , , , , ,2, , , , , , , ,2019
2460001,24600,1,1,7,64,1,1,1,2, , , , , ,2, , , , , , , ,2016,24600,1,1,7,65,1,1,1,1, , , , , ,2, , , , , , , ,2017,24600,1,1,7,66,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,24600,1,1,7,67,1,1,1,1, , , , , ,1,16,1, , ,1, , ,2019
2460002,24600,1,2,7,60,1,1,1,2, , , , , ,1,17, , , , , , ,2016,24600,1,2,7,61,1,1,1,2, , , , , ,2, , , , , , , ,2017,24600,1,2,7,62,1,0, , , , , , , ,2, ,3, , ,3, , ,2018,24600,1,2,7,63,1,0, , , , , , , ,2, , , , , , , ,2019
2620001,26200,1,1,5,41,1,1,3,1, , ,3, , ,1,12, , , , , , ,2016,26200,1,1,5,42,1,1,3,1, , , , , ,1,15,3,2,4,3,3,3,2017,26200,1,1,5,43,1,1,3,1, , , , , ,1,15,3, , ,3, , ,2018,26200,1,1,5,44,1,1,3,1, , ,1,1, ,1,15,3,2, ,3,3, ,2019
2620002,26200,1,2,5,40,1,1,3,2, , ,3, ,1,1,16, , , , , , ,2016,26200,1,2,5,41,1,1,3,2, , , , , ,1,15, , , , , , ,2017,26200,1,2,5,42,1,1,3,1, , , , , ,1,15, , , , , , ,2018,26200,1,2,5,43,1,1,3,1, , , , , ,1,15,3,2, ,3,3, ,2019
2620003,26200,1,1,2,12,2,0, , , , , , , ,2, , , , , , , ,2016,26200,1,1,2,13,1,1,3,1, , , , , ,2, , , , , , , ,2017,26200,1,1,2,14,1,1,3,1, , , , , ,2, , , , , , , ,2018,26200,1,1,2,15,1,1,3,1, , , , , ,1,2,3, , ,3, , ,2019
2620004,26200,1,2,1,9,2,0, , , , , , , ,2, , , , , , , ,2016,26200,1,2,2,10,1,1,3,1, , , , , ,2, , , , , , , ,2017,26200,1,2,2,11,1,1,3,1, , , , , ,2, , , , , , , ,2018,26200,1,2,2,12,1,1,3,1, , , , , ,1,23, , , , , , ,2019
2640002,26400,1,2,5,47,1,1,3,2, , , , , ,2, , , , , , , ,2016,26400,1,2,5,48,1,1,3,1, , , , , ,2, , , , , , , ,2017,26400,1,2,5,49,1,1,3,1, , , , , ,2, ,3,4, ,4,4, ,2018,26400,1,2,6,50,1,1,3,1, , , , , ,1,12, , , , , , ,2019
2650001,26500,1,1,5,48,1,1,1,1, ,3, , ,1,2, , , , , , , ,2016,26500,1,1,5,49,1,1,1,1, , , , , ,2, , , , , , , ,2017,26500,1,1,6,50,1,1,1,1, , , , , ,1,17, , , , , , ,2018,26500,1,1,6,51,1,1,2,1, , , , , ,1,12, , , , , , ,2019
2650002,26500,1,2,5,44,1,1,1,2, , , , , ,2, ,3, , ,3, , ,2016,26500,1,2,5,45,1,1,1,1, ,3, , , ,2, , , , , , , ,2017,26500,1,2,5,46,1,1,1,1, ,5, , , ,1,16,3, , ,3, , ,2018,26500,1,2,5,47,1,1,1,1, ,3, , , ,2, ,3, , ,3, , ,2019
2650003,26500,1,2,3,21,1,1,1,3, , , , , ,1,2,3, , ,3, , ,2016,26500,1,2,3,22,1,1,1,3, , , , , ,1,2, , , , , , ,2017,26500,1,2,3,23,1,1,1,3, , ,5,2, ,1,1,3, , ,4, , ,2018,26500,1,2,3,24,1,1,1,3, ,3, ,2, ,1,2,2,3, ,3,4, ,2019
2650004,26500,1,1,2,19,1,1,1,2, , , , , ,2, , , , , , , ,2016,26500,1,1,3,20,1,1,1,1, , , , , ,2, , , , , , , ,2017,26500,1,1,3,21,1,1,1,1, , , , , ,1,17,3, , ,3, , ,2018,26500,1,1,3,22,1,1,1,1, , , , , ,2, , , , , , , ,2019
2690001,26900,1,1,6,56,1,1,1,1, , , , , ,2, ,1, , ,1, , ,2016,26900,1,1,6,57,1,1,1,1, ,1, ,1,1,1,12,1,4, ,1,3, ,2017,26900,1,1,6,58,1,1,1,1,1, , , , ,1,12,2, , ,4, , ,2018,26900,1,1,6,59,1,1,1,1, , , , , ,2, , , , , , , ,2019
2690002,26900,1,2,6,53,1,1,1,1, , , , ,1,2, , , , , , , ,2016,26900,1,2,6,54,1,1,1,1,1, , , ,1,1,12, , , , , , ,2017,26900,1,2,6,55,1,1,1,1,1, , , , ,1,1,2, , ,3, , ,2018,26900,1,2,6,56,1,1,1,1, , , , , ,1,12, , , , , , ,2019
2690003,26900,1,1,3,28,1,1,1,4, , , ,1,1,1,12,2, , ,4, , ,2016,26900,1,1,3,29,1,1,1,1,1, , ,1,1,1,12,2,3, ,3,3, ,2017,26900,1,1,4,30,1,1,1,1,1,1,1,1,1,1,12,2,3, ,3,4, ,2018,26900,1,1,4,31,1,1,1,6,1,1, ,1,1,1,1,3, , ,3, , ,2019
2690004,26900,1,2,3,26,1,1,1,1, , , , ,1,1,12, , , , , , ,2016,26900,1,2,3,27,1,1,1,1,1,1, ,1,1,1,12,3, , ,3, , ,2017,26900,1,2,3,28,1,1,1,1,1,1,2,4,1,1,12,2,3, ,3,4, ,2018,26900,1,2,3,29,1,1,1,1,2,1, ,1,1,1,12,3, , ,3, , ,2019
2700002,27000,1,2,6,56,1,1,2,1, , , ,2, ,2, ,3,4,2,3,4,3,2016,27000,1,2,6,57,1,1,1,1, , , , ,1,1,12, , , , , , ,2017,27000,1,2,6,58,1,1,1,1,1, , , , ,2, ,3, , ,3, , ,2018,27000,1,2,6,59,1,1,3,1, , , , , ,2, , , , , , , ,2019
2710001,27100,1,1,5,46,1,1,1,1, , , , , ,1,12,2, , ,3, , ,2016,27100,1,1,5,47,1,1,1,1,1,1, ,1,1,1,2,3, , ,3, , ,2017,27100,1,1,5,48,1,1,1,1,1, , , , ,2, ,1,2, ,1,3, ,2018,27100,1,1,5,49,1,1,3,1, , , , , ,1,12, , , , , , ,2019
2710002,27100,1,2,5,43,1,1,4,1, , , , ,1,1,12, , , , , , ,2016,27100,1,2,5,44,1,1,3,1,1,1, ,1,1,1,12,4, , ,3, , ,2017,27100,1,2,5,45,1,1,1,1,1, , , , ,1,12,2, , ,3, , ,2018,27100,1,2,5,46,1,1,3,1, , , ,1,1,1,12, , , , , , ,2019
2720001,27200,1,1,5,42,1,1,1,1, , , , , ,2, , , , , , , ,2016,27200,1,1,5,43,1,1,2,1,1, , ,2,2,2, ,3, , ,3, , ,2017,27200,1,1,5,44,1,1,3,1,1, , , , ,1,12,1,3, ,1,3, ,2018,27200,1,1,5,45,1,1,3,1,1,1, ,1, ,1,12, , , , , , ,2019
2720002,27200,1,2,5,40,1,1,1,1, , , , , ,2, , , , , , , ,2016,27200,1,2,5,41,1,1,1,1,2,1, ,2,1,1,12,4, , ,3, , ,2017,27200,1,2,5,42,1,1,1,1,1, , , ,1,1,12,1,2, ,1,3, ,2018,27200,1,2,5,43,1,1,1,1, , , ,1, ,1,12,3, , ,4, , ,2019
2730001,27300,1,1,4,39,1,1,3,1, , , , , ,2, , , , , , , ,2016,27300,1,1,5,40,1,1,1,1, , , , , ,1,12,2, , ,3, , ,2017,27300,1,1,5,41,1,1,1,1,1, , , , ,1,12,3, , ,3, , ,2018,27300,1,1,5,42,1,1,3,1,1,1,1,1,1,1,12,3,2, ,3,2, ,2019
2730002,27300,1,2,4,37,1,1,3,1, , , , , ,1,12, , , , , , ,2016,27300,1,2,4,38,1,1,1,1, , , , , ,1,12,2, , ,3, , ,2017,27300,1,2,4,39,1,1,3,1,1,1,1,1, ,1,12,3, , ,3, , ,2018,27300,1,2,5,40,1,1,3,1, , , ,1,1,1,12,3, , ,3, , ,2019
2750004,27500,1,1,3,25,1,1,1,1, , , , ,1,1,12, , , , , , ,2016,27500,1,1,3,26,1,1,3,3,1,1,1,1,1,1,2,3,4,2,4,4,3,2017,27500,1,1,3,27,1,1,3,1,1,1,1,1,2,1,12,3, , ,3, , ,2018,27500,1,1,3,28,1,1,1,1, , ,1,1,1,1,12,3, , ,3, , ,2019
2760001,27600,1,1,6,51,1,1,2,1, , , , , ,1,12, , , , , , ,2016,27600,1,1,6,52,1,1,3,1,1, , , , ,2, ,2, , ,3, , ,2017,27600,1,1,6,53,1,1,3,1,1, , , , ,1,12,3, , ,3, , ,2018,27600,1,1,6,54,1,1,3,6, , , , , ,1,12,1, , ,1, , ,2019
2760002,27600,1,2,6,53,1,1,3,1, , , , , ,1,12, , , , , , ,2016,27600,1,2,6,54,1,1,3,1, , , ,1,1,2, ,2, , ,3, , ,2017,27600,1,2,6,55,1,1,3,1, , , , , ,1,12, , , , , , ,2018,27600,1,2,6,56,1,1,3,1, , , , , ,2, , , , , , , ,2019
2760003,27600,1,1,3,22,1,1,3,1, , , , , ,1,12,2, , ,3, , ,2016,27600,1,1,3,23,1,1,3,1,1, , ,1,1,1,12,2, , ,3, , ,2017,27600,1,1,3,24,1,1,3,1,1,1,1,2,2,1,1,3, , ,3, , ,2018,27600,1,1,3,25,1,1,1,1, , , , ,3,1,12,3, , ,3, , ,2019
2760004,27600,1,2,3,20,1,1,3,1, , , , ,1,1,12, , , , , , ,2016,27600,1,2,3,21,1,1,3,1,1, , ,1,1,1,12,2, , ,3, , ,2017,27600,1,2,3,22,1,1,3,1, ,1,1,1, ,1,12,3, , ,3, , ,2018,27600,1,2,3,23,1,1,1,1, , , ,2,1,1,12,3, , ,3, , ,2019
2770001,27700,1,1,4,39,1,1,1,1, , , , , ,1,12, , , , , , ,2016,27700,1,1,5,40,1,1,2,1,1, , , , ,1,12, , , , , , ,2017,27700,1,1,5,41,1,1,3,2,2, , , , ,1,12,3, , ,3, , ,2018,27700,1,1,5,42,1,1,1,1, ,1, ,1, ,2, , , , , , , ,2019
2770002,27700,1,2,4,39,1,1,1,1, , , , , ,1,12, , , , , , ,2016,27700,1,2,5,40,1,1,2,1,1, , , , ,1,12,2, , ,3, , ,2017,27700,1,2,5,41,1,1,3,1,1, , , , ,1,12,3, , ,3, , ,2018,27700,1,2,5,42,1,1,1,1, ,1,1, , ,2, , , , , , , ,2019
2780002,27800,1,2,6,58,1,1,3,1, , , , , ,2, , , , , , , ,2016,27800,1,2,6,59,1,1,1,1, , , , , ,1,12,3, , ,3, , ,2017,27800,1,2,7,60,1,1,3,1, , , , ,1,2, , , , , , , ,2018,27800,1,2,7,61,1,1,3,1, ,1,1,1, ,1,12,4, , ,3, , ,2019
2810001,28100,1,1,4,32,1,1,1,1, , , , , ,1,12, , , , , , ,2016,28100,1,1,4,33,1,1,1,1, , , , , ,1,12,2, , ,3, , ,2017,28100,1,1,4,34,1,1,1,1,2, , , , ,1,12,3, , ,3, , ,2018,28100,1,1,4,35,1,1,1,1, ,1,1,1,1,1,12, , , , , , ,2019
2810002,28100,1,2,3,29,1,1,3,1, , , , , ,1,12, , , , , , ,2016,28100,1,2,4,30,1,1,3,1, , , , , ,1,12,2, , ,3, , ,2017,28100,1,2,4,31,1,1,1,1,1, , , ,2,1,12,3, , ,3, , ,2018,28100,1,2,4,32,1,1,1,1, ,1, ,1, ,1,12, , , , , , ,2019
2820001,28200,1,1,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2016,28200,1,1,6,51,1,1,3,1,1,1,1, ,1,2, ,1,4,2,1,3,2,2017,28200,1,1,6,52,1,1,1,1,1, , , , ,2, ,3,2, ,3,3, ,2018,28200,1,1,6,53,1,1,2,1, , , , , ,1,12, , , , , , ,2019
2820002,28200,1,2,8,74,1,0, , , , , , , ,2, , , , , , , ,2016,28200,1,2,8,75,1,0, , , , , , , ,2, , , , , , , ,2017,28200,1,2,8,76,1,0, , , , , , , ,2, , , , , , , ,2018,28200,1,2,8,77,1,0, , , , , , , ,2, , , , , , , ,2019
2820003,28200,1,1,3,21,1,1,1,1, , , , , ,2, , , , , , , ,2016,28200,1,1,3,22,1,1,3,2,1,1,1,1, ,1,2,4, , ,3, , ,2017,28200,1,1,3,23,1,1,3,1,1,1,1,1,1,1,15,3, , ,3, , ,2018,28200,1,1,3,24,1,1,1,1,2, , ,1,1,1,12, , , , , , ,2019
2830001,28300,1,1,6,52,1,1,3,1, , , , , ,1,12, , , , , , ,2016,28300,1,1,6,53,1,1,3,1, , , , , ,2, ,2, , ,3, , ,2017,28300,1,1,6,54,1,1,3,1,1, , , , ,1,12,3,2, ,3,3, ,2018,28300,1,1,6,55,1,1,3,1, , , ,1,1,1,12, , , , , , ,2019
2830002,28300,1,2,6,51,1,1,3,1, , , , , ,1,12, , , , , , ,2016,28300,1,2,6,52,1,1,3,1,1, , , ,1,1,12,2, , ,3, , ,2017,28300,1,2,6,53,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,28300,1,2,6,54,1,1,1,1, , ,1,1,1,1,12, , , , , , ,2019
2840001,28400,1,1,6,57,1,1,1,1, , , , , ,1,12, , , , , , ,2016,28400,1,1,6,58,1,1,1,1, , , , , ,2, ,2, , ,3, , ,2017,28400,1,1,6,59,1,1,3,1,1, , , , ,1,12,3, , ,3, , ,2018,28400,1,1,7,60,1,1,3,6,1, ,1, , ,2, , , , , , , ,2019
2840002,28400,1,2,6,54,1,1,1,1, , , , , ,1,12, , , , , , ,2016,28400,1,2,6,55,1,1,1,1,1, , , , ,2, ,2, , ,3, , ,2017,28400,1,2,6,56,1,1,3,1,1, , , , ,2, ,3, , ,3, , ,2018,28400,1,2,6,57,1,1,3,1, ,1, , , ,2, , , , , , , ,2019
2850001,28500,1,2,8,84,1,1,1,1, , , , , ,2, , , , , , , ,2016,28500,1,2,8,85,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2017,28500,1,2,8,86,1,1,3,1, , , , , ,2, , , , , , , ,2018,28500,1,2,8,87,1,1,1,6, , , , , ,2, , , , , , , ,2019
2850002,28500,1,1,5,44,1,1,1,1, , , , , ,1,2, , , , , , ,2016,28500,1,1,5,45,1,1,1,1, , , , , ,1,2,2,4, ,3,3, ,2017,28500,1,1,5,46,1,1,1,1, ,1, ,1, ,1,2,1,3, ,1,3, ,2018,28500,1,1,5,47,1,1,1,1, , , , , ,2, , , , , , , ,2019
2870002,28700,1,2,8,81,1,1,1,1, , , , , ,2, , , , , , , ,2016,28700,1,2,8,82,1,1,2,2, , , , , ,2, ,4, , ,3, , ,2017,28700,1,2,8,83,1,1,1,1, , , , , ,2, , , , , , , ,2018,28700,1,2,8,84,1,1,1,6, , , , , ,2, , , , , , , ,2019
2890001,28900,1,1,6,54,1,1,1,1, , , , , ,2, , , , , , , ,2016,28900,1,1,6,55,1,1,3,1, , , , , ,1,2,4, , ,3, , ,2017,28900,1,1,6,56,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2018,28900,1,1,6,57,1,1,1,6, , , , , ,2, ,3, , ,3, , ,2019
2890002,28900,1,2,5,49,1,1,4,1, , , , , ,1,2, , , , , , ,2016,28900,1,2,6,50,1,1,3,1, , , , , ,2, ,4, , ,3, , ,2017,28900,1,2,6,51,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,28900,1,2,6,52,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
2890005,28900,1,1,2,13,1,1,1,1, , , , , ,2, , , , , , , ,2016,28900,1,1,2,14,1,1,3,1, , , , , ,2, ,4, , ,3, , ,2017,28900,1,1,2,15,1,1,1,1, ,1, ,1, ,2, ,3, , ,3, , ,2018,28900,1,1,2,16,1,1,1,1, , , , , ,1,2,3,2, ,3,3, ,2019
2890006,28900,1,1,1,9,1,1,1,1, , , , , ,2, , , , , , , ,2016,28900,1,1,2,10,1,1,3,1, , , , , ,2, ,4, , ,3, , ,2017,28900,1,1,2,11,1,1,1,1, ,1, ,1, ,2, ,3, , ,3, , ,2018,28900,1,1,2,12,1,1,1,6, , , , , ,2, , , , , , , ,2019
2930001,29300,1,1,8,74,1,1,1,1, , , , , ,2, , , , , , , ,2016,29300,1,1,8,75,1,1,1,1, , , , , ,2, , , , , , , ,2017,29300,1,1,8,76,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,29300,1,1,8,77,1,1,1,6, , , , , ,2, , , , , , , ,2019
2930002,29300,1,2,8,72,1,1,1,1, , , , , ,2, , , , , , , ,2016,29300,1,2,8,73,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2017,29300,1,2,8,74,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2018,29300,1,2,8,75,1,1,1,1, , , , , ,2, , , , , , , ,2019
2930003,29300,1,2,4,33,1,1,1,1, , , , , ,1,2,2,3, ,3,3, ,2016,29300,1,2,4,34,1,1,1,1, , , , , ,1,2,4,2, ,3,3, ,2017,29300,1,2,4,35,1,1,1,1, ,1,1,1, ,1,2,2,3, ,3,3, ,2018,29300,1,2,4,36,1,1,1,6, , , , , ,2, ,3,3, ,3,2, ,2019
2960001,29600,1,1,5,47,1,1,1,1, , , , , ,1,16,1,4,3,1,3,2,2016,29600,1,1,5,48,1,1,2,1, , , , , ,1,16,1,3,4,1,3,4,2017,29600,1,1,5,49,1,1,1,1, , , , , ,1,16,1,3,2,1,3,3,2018,29600,1,1,6,50,1,1,1,1,1, , ,1, ,1,3,2,4,1,3,2,1,2019
2960002,29600,1,2,5,44,1,1,1,1, , , , , ,1,3,1,3,2,1,3,2,2016,29600,1,2,5,45,1,1,1,1, , , , , ,2, , , , , , , ,2017,29600,1,2,5,46,1,1,1,1, , , , , ,2, ,1,3, ,1,3, ,2018,29600,1,2,5,47,1,1,1,1, , , , , ,1,3,3,1,2,3,1,4,2019
2960004,29600,1,1,2,17,1,1,1,1, , , , , ,1,2,2,3,1,3,3,1,2016,29600,1,1,2,18,1,1,1,1, , , , , ,1,16, , , , , , ,2017,29600,1,1,2,19,1,1,3,1, , , , , ,1,2, , , , , , ,2018,29600,1,1,3,20,1,1,1,1, , , , , ,2, , , , , , , ,2019
2960005,29600,1,1,2,12,1,1,3,1, , , , , ,2, , , , , , , ,2016,29600,1,1,2,13,1,1,3,2, , , , , ,1,16, , , , , , ,2017,29600,1,1,2,14,1,1,1,1, , , , , ,1,2, , , , , , ,2018,29600,1,1,2,15,1,1,3,1, , , , , ,1,16, , , , , , ,2019
3000001,30000,1,1,5,41,1,1,3,2, , , , , ,1,12,4, , ,3, , ,2016,30000,1,1,5,42,1,1,1,1, , , , , ,2, ,3,4, ,3,3, ,2017,30000,1,1,5,43,1,1,1,1, , , , , ,2, , , , , , , ,2018,30000,1,1,5,44,1,1,1,1, , , , , ,1,2, , , , , , ,2019
3000002,30000,1,2,5,41,1,1,3,1, , , , , ,1,17,4, , ,3, , ,2016,30000,1,2,5,42,1,1,3,1, , , , , ,1,15,3, , ,3, , ,2017,30000,1,2,5,43,1,1,1,1,7, , , , ,1,15,3, , ,3, , ,2018,30000,1,2,5,44,1,1,1,1, , , , , ,1,15, , , , , , ,2019
3000003,30000,1,1,2,12,1,1,3,1, , , , , ,2, , , , , , , ,2016,30000,1,1,2,13,1,1,3,1, , , , , ,2, , , , , , , ,2017,30000,1,1,2,14,1,1,1,1, , , , , ,2, , , , , , , ,2018,30000,1,1,2,15,1,1,1,1, , , , , ,2, , , , , , , ,2019
3010002,30100,1,2,6,53,1,1,2,1, , , , , ,2, , , , , , , ,2016,30100,1,2,6,54,1,1,2,1, , , , , ,2, , , , , , , ,2017,30100,1,2,6,55,1,1,2,1, , , , , ,1,2,4, , ,3, , ,2018,30100,1,2,6,56,1,1,2,1, , , , , ,2, ,3, , ,3, , ,2019
3020001,30200,1,1,4,35,1,1,1,1, , , , , ,2, ,2,1,3,4,1,3,2016,30200,1,1,4,36,1,1,1,1, , , , , ,1,2,2, , ,3, , ,2017,30200,1,1,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018,30200,1,1,4,38,1,1,3,1, , , , , ,2, , , , , , , ,2019
3020002,30200,1,2,4,35,1,1,2,2, , , , , ,2, , , , , , , ,2016,30200,1,2,4,36,1,1,2,1, , , , , ,2, , , , , , , ,2017,30200,1,2,4,37,1,1,1,1, , , , , ,2, , , , , , , ,2018,30200,1,2,4,38,1,1,1,1, , , , , ,2, , , , , , , ,2019
3060004,30600,1,1,3,20,1,1,2,1, , , , , ,2, , , , , , , ,2016,30600,1,1,3,21,1,1,1,1, , , , , ,1,15, , , , , , ,2017,30600,1,1,3,22,1,1,2,1, , , , ,5,1,2, , , , , , ,2018,30600,1,1,3,23,1,1,1,1, , , , , ,1,1,3, , ,3, , ,2019
3070001,30700,1,1,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2016,30700,1,1,6,51,1,1,1,1, , , , , ,2, , , , , , , ,2017,30700,1,1,6,52,1,1,1,1, , , , , ,2, ,4, , ,3, , ,2018,30700,1,1,6,53,1,1,1,1, , , , , ,1,2,3, , ,3, , ,2019
3070002,30700,1,2,5,47,1,1,1,1, , , , , ,2, , , , , , , ,2016,30700,1,2,5,48,1,1,1,1, , , , , ,1,12, , , , , , ,2017,30700,1,2,5,49,1,1,1,1, , , , , ,1,16,4, , ,3, , ,2018,30700,1,2,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2019
3080001,30800,1,1,5,46,1,1,1,1,1, ,1,1, ,1,12,3, , ,3, , ,2016,30800,1,1,5,47,1,1,1,1, , , , , ,1,12,3,2, ,3,3, ,2017,30800,1,1,5,48,1,1,1,1, , , , , ,1,16, , , , , , ,2018,30800,1,1,5,49,1,1,1,1, , , ,2, ,1,16,3,2,2,3,3,2,2019
3080002,30800,1,2,5,41,1,1,1,2, , ,1, ,1,1,12,3, , ,3, , ,2016,30800,1,2,5,42,1,1,1,2, , , , , ,1,12,3, , ,3, , ,2017,30800,1,2,5,43,1,1,1,2, , , , , ,1,16,3, , ,3, , ,2018,30800,1,2,5,44,1,1,1,2, , , , , ,2, ,3, , ,3, , ,2019
3080003,30800,1,2,2,16,1,1,2,1, , , , ,1,1,2,3, , ,3, , ,2016,30800,1,2,2,17,1,1,2,1, , , , , ,1,2, , , , , , ,2017,30800,1,2,2,18,1,1,2,1, , , , , ,1,1, , , , , , ,2018,30800,1,2,2,19,1,1,1,1, , , , , ,1,23, , , , , , ,2019
3100002,31000,1,2,6,50,1,1,1,1, , , , , ,2, , , , , , , ,2016,31000,1,2,6,51,1,1,1,1, , , , , ,1,12, , , , , , ,2017,31000,1,2,6,52,1,1,1,1, , , , , ,1,2,4, , ,3, , ,2018,31000,1,2,6,53,1,1,1,1, , , , , ,2, ,3, , ,3, , ,2019
3100003,31000,1,1,3,23,1,1,2,1, , , , , ,2, , , , , , , ,2016,31000,1,1,3,24,1,1,2,1, , , , , ,1,12, , , , , , ,2017,31000,1,1,3,25,1,1,2,1, , , , , ,1,12,4, , ,3, , ,2018,31000,1,1,3,26,1,1,2,1, , , , , ,1,15,3, , ,3, , ,2019
3120001,31200,1,1,6,50,1,1,3,2, , , , , ,2, , , , , , , ,2016,31200,1,1,6,51,1,1,3,2, ,3, , , ,1,2, , , , , , ,2017,31200,1,1,6,52,1,1,3,2, , , , , ,1,2,4, , ,3, , ,2018,31200,1,1,6,53,1,1,1,2, , , , , ,1,15,3, , ,3, , ,2019
